OperatorName,OfficeLineId,OperatorLineId,ClusterName,FromDate,ToDate,ClusterId,LineType,LineTypeDesc,ClusterSubDesc
אגד תעבורה,11131,131,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11132,132,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11133,133,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11135,135,עוטף ירושלים,17/01/2013,01/01/2200,176,2,אזורי,מבשרת ציון וגבעת זאב,
אגד תעבורה,11140,140,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,11142,142,עוטף ירושלים,14/11/2014,01/01/2200,176,2,אזורי,מטה בנימין,
אגד תעבורה,11143,143,עוטף ירושלים,14/11/2014,01/01/2200,176,2,אזורי,מטה בנימין,
אגד תעבורה,11145,145,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,11151,151,עוטף ירושלים,28/04/2013,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11152,152,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11153,153,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11155,155,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11156,156,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11157,157,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11158,158,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,11174,174,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,11175,175,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,11178,178,עוטף ירושלים,29/09/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,11179,179,אלעד,01/01/2005,30/05/2016,151,2,אזורי,,
אגד תעבורה,11181,181,עוטף ירושלים,14/11/2014,01/01/2200,176,2,אזורי,מטה בנימין,
אגד תעבורה,11182,182,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,11209,209,עוטף ירושלים,01/06/2015,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,11215,215,עוטף ירושלים,29/09/2013,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,11216,216,עוטף ירושלים,29/09/2013,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,11250,250,אלעד,01/01/2005,30/05/2016,151,3,בינעירוני,,
אגד תעבורה,11251,251,אלעד,01/01/2005,30/05/2016,151,3,בינעירוני,,
אגד תעבורה,11280,280,אלעד,01/01/2005,30/05/2016,151,2,אזורי,,
אגד תעבורה,11284,284,אלעד,01/01/2005,30/05/2016,151,3,בינעירוני,,
אגד תעבורה,11461,461,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,11462,462,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,11467,467,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,12128,128,עוטף ירושלים,29/09/2013,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,12137,137,עוטף ירושלים,02/08/2015,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,12146,146,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,12154,154,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,12159,159,עוטף ירושלים,13/01/2014,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,12180,180,אלעד,09/08/2012,30/05/2016,151,2,אזורי,,
אגד תעבורה,12202,202,עוטף ירושלים,02/06/2014,01/01/2200,176,3,בינעירוני,מעלה אדומים,
אגד תעבורה,12270,270,אלעד,01/01/2005,30/05/2016,151,3,בינעירוני,,
אגד תעבורה,12281,281,אלעד,01/01/2005,30/05/2016,151,3,בינעירוני,,
אגד תעבורה,12466,466,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,13023,23,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,13025,25,נתניה עירוני,22/02/2012,01/01/2200,205,1,עירוני,,
אגד תעבורה,13121,121,עוטף ירושלים,29/09/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,13141,141,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,13183,183,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,13211,211,עוטף ירושלים,01/06/2015,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,13249,249,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,13270,270,עוטף ירושלים,14/11/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,13463,463,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,13469,469,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,14027,27,נתניה עירוני,13/06/2012,01/01/2200,205,1,עירוני,,
אגד תעבורה,14059,59,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,14066,66,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,14126,126,עוטף ירושלים,29/09/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,14127,127,עוטף ירושלים,29/09/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,14144,144,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,14272,272,אלעד,15/02/2015,30/05/2016,151,2,אזורי,,
אגד תעבורה,15009,9,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,15010,10,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,15023,23,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,15079,79,אלעד,01/01/2005,30/05/2016,151,3,בינעירוני,,
אגד תעבורה,15102,102,שפירים-ירושלים,16/11/2014,01/01/2200,177,3,בינעירוני,,
אגד תעבורה,15125,125,עוטף ירושלים,29/09/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,15129,129,עוטף ירושלים,29/09/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,15147,147,עוטף ירושלים,27/08/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,15148,148,עוטף ירושלים,27/08/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,15149,149,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,15184,184,עוטף ירושלים,02/11/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,16009,9,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,16010,10,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,16023,23,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,16033,33,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,16034,34,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,16043,43,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,16048,48,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,16049,49,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,16079,79,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,16464,464,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,17008,8,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,17010,10,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,17016,16,נתניה עירוני,07/02/2012,01/01/2200,205,1,עירוני,,
אגד תעבורה,17019,19,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,17057,57,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,17076,76,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,17477,477,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,18008,8,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,18014,14,נתניה עירוני,07/02/2012,01/01/2200,205,1,עירוני,,
אגד תעבורה,18020,20,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,18022,22,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,18055,55,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,18077,77,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,19006,6,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,19007,7,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,19008,8,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,19018,18,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,19022,22,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,19070,70,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,19074,74,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,19112,112,שפירים-ירושלים,08/09/2015,01/01/2200,177,3,בינעירוני,,
אגד תעבורה,20007,7,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,20011,11,עוטף ירושלים,04/07/2012,01/01/2200,176,1,עירוני,מבשרת ציון וגבעת זאב,
אגד תעבורה,20014,14,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,20015,15,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,20018,18,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,20021,21,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,20075,75,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,20089,89,נתניה עירוני,18/11/2012,01/01/2200,205,1,עירוני,,
אגד תעבורה,20099,99,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,21006,6,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,21012,12,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,21015,15,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,21018,18,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,21021,21,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,21097,97,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,21098,98,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,21101,101,שפירים-ירושלים,16/11/2014,01/01/2200,177,3,בינעירוני,,
אגד תעבורה,22004,4,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,22005,5,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,22012,12,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,22092,92,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,22095,95,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,22097,97,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,23003,3,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,23005,5,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,23011,11,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,23046,46,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,23084,84,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,23092,92,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,24004,4,אלעד,01/01/2005,30/05/2016,151,1,עירוני,,
אגד תעבורה,24005,5,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,24011,11,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,24025,25,עוטף ירושלים,29/09/2013,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,24091,91,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,24094,94,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,24096,96,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,24100,100,שפירים-ירושלים,16/11/2014,01/01/2200,177,3,בינעירוני,,
אגד תעבורה,25004,4,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,25083,83,אלעד,01/01/2005,30/05/2016,151,1,עירוני,,
אגד תעבורה,25085,85,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,25091,91,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,25093,93,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,25096,96,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,26003,3,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,26004,4,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,26081,81,אלעד,01/01/2005,30/05/2016,151,1,עירוני,,
אגד תעבורה,26083,83,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,27081,81,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,27082,82,אלעד,01/01/2005,30/05/2016,151,1,עירוני,,
אגד תעבורה,28002,2,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,28028,28,עוטף ירושלים,29/09/2013,01/01/2200,176,2,אזורי,מעלה אדומים,
אגד תעבורה,28031,31,נתניה עירוני,18/03/2015,01/01/2200,205,1,עירוני,,
אגד תעבורה,28034,34,נתניה עירוני,16/11/2015,01/01/2200,205,1,עירוני,,
אגד תעבורה,28082,82,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,28087,87,נתניה עירוני,18/11/2012,01/01/2200,205,1,עירוני,,
אגד תעבורה,28088,88,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,31026,26,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,31089,89,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,31094,94,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,32024,24,אשדוד עירוני,23/02/2014,01/01/2200,204,1,עירוני,,
אגד תעבורה,32080,80,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,32090,90,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,32092,92,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,33002,2,אשדוד עירוני,01/01/2005,01/01/2200,204,1,עירוני,,
אגד תעבורה,33029,29,עוטף ירושלים,09/06/2014,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,34030,30,נתניה עירוני,18/03/2015,01/01/2200,205,1,עירוני,,
אגד תעבורה,34048,48,עוטף ירושלים,24/10/2014,01/01/2200,176,3,בינעירוני,מטה בנימין,
אגד תעבורה,35077,77,עוטף ירושלים,19/08/2014,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,35091,91,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,36001,1,צפון הנגב,01/01/2005,30/06/2016,141,1,עירוני,,
אגד תעבורה,38084,84,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,40014,14,צפון הנגב,19/02/2014,30/06/2016,141,1,עירוני,,
אגד תעבורה,42001,1,נתניה עירוני,01/01/2005,01/01/2200,205,1,עירוני,,
אגד תעבורה,42087,87,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,45012,12,צפון הנגב,19/02/2014,30/06/2016,141,1,עירוני,,
אגד תעבורה,45082,82,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,46081,81,עוטף ירושלים,06/12/2013,01/01/2200,176,1,עירוני,מעלה אדומים,
אגד תעבורה,54013,13,צפון הנגב,19/02/2014,30/06/2016,141,1,עירוני,,
אחוה מוניות בעמ,4103102,3,מוניות שירות,01/10/2014,01/01/2200,249,1,עירוני,,
אפיקים,10027,27,שומרון,26/02/2016,01/01/2200,190,3,בינעירוני,,
אפיקים,10178,178,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,10211,211,שומרון,27/01/2013,01/01/2200,190,2,אזורי,,
אפיקים,10212,212,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,10252,252,פתח תקוה-ראש העין,28/02/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,10282,282,פתח תקוה-ראש העין,06/05/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,10286,286,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,10313,313,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,10315,315,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,10350,350,"אשדוד-יבנה-ת""א",18/10/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,10351,351,"אשדוד-יבנה-ת""א",18/10/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,10355,355,"אשדוד-יבנה-ת""א",17/08/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,10422,422,כביש 4 -ירושלים-בני ברק,05/01/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,10428,428,כביש 4 -ירושלים-בני ברק,01/12/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,10429,429,כביש 4 -ירושלים-בני ברק,01/12/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,10454,454,"אשדוד-יבנה-ת""א",17/08/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,10548,548,כביש 4 -ירושלים-בני ברק,18/10/2015,01/01/2200,171,3,בינעירוני,,
אפיקים,10566,566,פתח תקוה-ראש העין,06/05/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,11026,26,שומרון,26/02/2016,01/01/2200,190,3,בינעירוני,,
אפיקים,11213,213,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,11218,218,פתח תקוה-ראש העין,28/02/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,11276,276,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,11312,312,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11314,314,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11319,319,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11320,320,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11322,322,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11323,323,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11324,324,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11326,326,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11330,330,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,11389,389,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,11401,401,כביש 4 -ירושלים-בני ברק,10/09/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,11421,421,כביש 4 -ירושלים-בני ברק,01/12/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,11423,423,כביש 4 -ירושלים-בני ברק,01/12/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,11425,425,כביש 4 -ירושלים-בני ברק,05/01/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,11472,472,פתח תקוה-ראש העין,06/05/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,11473,473,פתח תקוה-ראש העין,28/02/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,11486,486,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,11960,960,שומרון,01/01/2005,01/01/2200,190,1,עירוני,,
אפיקים,11961,961,שומרון,01/01/2005,01/01/2200,190,1,עירוני,,
אפיקים,11962,962,שומרון,01/01/2005,01/01/2200,190,1,עירוני,,
אפיקים,11963,963,שומרון,01/01/2005,01/01/2200,190,1,עירוני,,
אפיקים,11964,964,שומרון,01/01/2005,01/01/2200,190,1,עירוני,,
אפיקים,12121,121,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12183,183,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12185,185,שומרון,01/01/2005,01/01/2200,190,2,אזורי,,
אפיקים,12186,186,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12189,189,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12250,250,פתח תקוה-ראש העין,06/05/2016,01/01/2200,207,3,בינעירוני,,
אפיקים,12275,275,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12280,280,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,12284,284,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,12285,285,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12288,288,שומרון,15/10/2015,01/01/2200,190,3,בינעירוני,,
אפיקים,12289,289,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,12317,317,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,12321,321,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,12325,325,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,12356,356,"אשדוד-יבנה-ת""א",17/08/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,12427,427,כביש 4 -ירושלים-בני ברק,05/01/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,13100,100,שומרון,01/01/2005,01/01/2200,190,2,אזורי,,
אפיקים,13140,140,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,2,אזורי,,
אפיקים,13150,150,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,13151,151,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,13152,152,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,13161,161,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,13181,181,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,13182,182,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,13184,184,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,13188,188,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,13210,210,שומרון,27/01/2013,01/01/2200,190,2,אזורי,,
אפיקים,13220,220,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,13251,251,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,13291,291,שומרון,25/10/2011,01/01/2200,190,3,בינעירוני,,
אפיקים,13294,294,שומרון,10/12/2013,01/01/2200,190,3,בינעירוני,,
אפיקים,13295,295,שומרון,31/12/2014,01/01/2200,190,3,בינעירוני,,
אפיקים,13333,333,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,13335,335,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,13340,340,"אשדוד-יבנה-ת""א",06/01/2014,01/01/2200,158,3,בינעירוני,,
אפיקים,13400,400,כביש 4 -ירושלים-בני ברק,05/01/2014,01/01/2200,171,3,בינעירוני,,
אפיקים,13471,471,פתח תקוה-ראש העין,28/02/2016,01/01/2200,207,1,עירוני,,
אפיקים,14102,102,שומרון,01/01/2005,01/01/2200,190,2,אזורי,,
אפיקים,14141,141,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,2,אזורי,,
אפיקים,14174,174,שומרון,25/05/2015,01/01/2200,190,3,בינעירוני,,
אפיקים,14290,290,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,14386,386,שומרון,01/01/2005,01/01/2200,190,3,בינעירוני,,
אפיקים,14455,455,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
אפיקים,15101,101,שומרון,01/01/2005,01/01/2200,190,2,אזורי,,
אפיקים,15103,103,שומרון,01/01/2005,01/01/2200,190,2,אזורי,,
אפיקים,15177,177,"אשדוד-יבנה-ת""א",16/06/2015,01/01/2200,158,3,בינעירוני,,
