route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
12517,2,,באר שבע-צפון-באר שבע<->דימונה-דימונה,23042-1-0,2,
13871,2,,רחובות-רחובות<->חיפה מרכז-חיפה,24034-2-3,2,
12478,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,26025-1-0,2,
12479,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,26025-2-0,2,
13867,2,,חיפה מרכז-חיפה<->אשקלון-אשקלון,26031-1-2,2,
12522,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,26050-1-0,2,
12530,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,26050-2-0,2,
13880,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,26050-1-11,2,
13883,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,26050-2-4,2,
13885,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,26050-2-6,2,
13886,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,26050-2-7,2,
12501,2,,חיפה מרכז-חיפה<->מודיעין מרכז-מודיעין מכבים רעות,27035-1-0,2,
12502,2,,מודיעין מרכז-מודיעין מכבים רעות<->חיפה מרכז-חיפה,27035-2-0,2,
16488,2,,באר שבע מרכז-באר שבע<->הוד השרון-הוד השרון,27039-2-2,2,
13891,2,,נתניה-נתניה<->אשקלון-אשקלון,27060-1-1,2,
13892,2,,אשקלון-אשקלון<->נתניה-נתניה,27060-2-1,2,
16357,2,,אשדוד עד הלום-אשדוד<->הוד השרון-הוד השרון,28052-2-0,2,
15158,2,,הוד השרון-הוד השרון<->נתיבות-נתיבות,28065-1-2,2,
13902,2,,ראשונים-ראשון לציון<->נתניה-נתניה,29064-2-0,2,
12492,2,,חוף הכרמל-חיפה<->עכו-עכו,30032-2-0,2,
15295,2,,באר שבע מרכז-באר שבע<->נהריה-נהריה,30040-2-7,2,
15387,2,,באר שבע מרכז-באר שבע<->נהריה-נהריה,30040-2-8,2,
15388,2,,נהריה-נהריה<->באר שבע מרכז-באר שבע,30040-1-5,2,
15750,2,,נהריה-נהריה<->באר שבע מרכז-באר שבע,30040-1-7,2,
12558,2,,אשקלון-אשקלון<->בנימינה-בנימינה גבעת עדה,30072-2-3,2,
12559,2,,בנימינה-בנימינה גבעת עדה<->אשקלון-אשקלון,30072-1-0,2,
13893,2,,בנימינה-בנימינה גבעת עדה<->אשקלון-אשקלון,30072-1-5,2,
13894,2,,בנימינה-בנימינה גבעת עדה<->אשקלון-אשקלון,30072-1-6,2,
12486,2,,באר שבע מרכז-באר שבע<->חיפה מרכז-חיפה,31030-2-0,2,
13861,2,,חיפה מרכז-חיפה<->באר שבע מרכז-באר שבע,31030-1-2,2,
15023,2,,חיפה מרכז-חיפה<->באר שבע מרכז-באר שבע,31030-1-5,2,
12460,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,32020-1-0,2,
13855,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,32020-1-2,2,
13856,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,32020-2-1,2,
12477,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,33024-2-0,2,
12537,2,,נת-בג-נמל תעופה בן גוריון<->נהריה-נהריה,33055-2-0,2,
13887,2,,נהריה-נהריה<->נת-בג-נמל תעופה בן גוריון,33055-1-2,2,
15386,2,,נת-בג-נמל תעופה בן גוריון<->נהריה-נהריה,33055-2-7,2,
12575,2,,בנימינה-בנימינה גבעת עדה<->רחובות-רחובות,34090-1-4,2,
13896,2,,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,34090-2-2,2,
13897,2,,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,34090-2-3,2,
13899,2,,בנימינה-בנימינה גבעת עדה<->רחובות-רחובות,34090-1-6,2,
12468,2,,תל אביב מרכז-תל אביב יפו<->רשל''צ משה דיין-ראשון לציון,36023-1-4,2,
12469,2,,תל אביב מרכז-תל אביב יפו<->ראשונים-ראשון לציון,36023-1-2,2,
12470,2,,תל אביב מרכז-תל אביב יפו<->ראשונים-ראשון לציון,36023-1-3,2,
12472,2,,ראשונים-ראשון לציון<->תל אביב מרכז-תל אביב יפו,36023-2-1,2,
12473,2,,רשל''צ משה דיין-ראשון לציון<->תל אביב מרכז-תל אביב יפו,36023-2-4,2,
12579,2,,מודיעין מרכז-מודיעין מכבים רעות<->קרית מוצקין-קרית מוצקין,36091-2-0,2,
12455,2,,תל אביב מרכז-תל אביב יפו<->ירושלים מלחה-ירושלים,43010-1-0,2,
12568,2,,הוד השרון-הוד השרון<->רשל''צ משה דיין-ראשון לציון,50082-1-0,2,
14053,2,,הרצליה-הרצליה<->ירושלים מלחה-ירושלים,58013-1-1,2,
3544,3,3,סביון/הערבה-רכסים<->בית ספר בית יעקב/הרב משקובסקי-רכסים-1ת,10003-1-ת,3,FF9933
3574,3,א6,קיבוץ גלויות/הקטר-חיפה<->בית ספר אל מונתבי/הבישוף חאגר-חיפה-1#,10006-1-#,3,FF9933
3580,3,8,הנרקיסים-רכסים<->הרימונים/האורנים-רכסים-1א,10008-1-א,3,FF9933
3581,3,8,האירוסים/פרג-רכסים<->הרימונים/האורנים-רכסים-1ז,10008-1-ז,3,FF9933
3589,3,9,הרקפות/חצב סובה-רכסים<->גיבורי התהילה/בית קמה-כפר חסידים-1ר,10009-1-ר,3,FF9933
13222,3,10,חסן שוקרי/הנביאים-חיפה<->חסן שוקרי/הנביאים-חיפה-3א,10010-3-א,3,
3612,3,12,דרך בגין/יקינטון-קרית ביאליק<->מרכזית הקריות-קרית מוצקין-1#,10012-1-#,3,
3614,3,12,מר. קריות איסוף-קרית מוצקין<->יקינטון/בגין-קרית ביאליק-2#,10012-2-#,3,
11314,3,13,מר. קריות איסוף-קרית מוצקין<->ספיר/ז'בוטינסקי-קרית ים-1ז,10013-1-ז,3,
13229,3,13,ספיר/ז'בוטינסקי-קרית ים<->מרכזית הקריות-קרית מוצקין-2ו,10013-2-ו,3,
3627,3,14,חסן שוקרי/הנביאים-חיפה<->רכבל/העלייה השנייה-חיפה-3כ,10014-3-כ,3,
3633,3,16,רכבל/העלייה השנייה-חיפה<->מרכזית המפרץ/הורדה-חיפה-1#,10016-1-#,3,
3637,3,16,טרומפלדור/מרכז זיו-חיפה<->רכבל/העלייה השנייה-חיפה-2א,10016-2-א,3,
3639,3,17,תחנה מרכזית חוף כרמל/רציפים עירוני-חיפה<->טכניון/הנדסה אזרחית-חיפה-1#,10017-1-#,3,
3641,3,17,טכניון/מעונות העמים-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2#,10017-2-#,3,
3642,3,17,טרומפלדור/מרכז זיו-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2ו,10017-2-ו,3,
3646,3,18,רכבת בת גלים-חיפה<->הגליל-חיפה-1ב,10018-1-ב,3,
12518,2,,דימונה-דימונה<->באר שבע-צפון-באר שבע,23042-2-0,2,
13869,2,,חיפה מרכז-חיפה<->רחובות-רחובות,24034-1-2,2,
13870,2,,חיפה מרכז-חיפה<->רחובות-רחובות,24034-1-3,2,
13872,2,,רחובות-רחובות<->חיפה מרכז-חיפה,24034-2-4,2,
13868,2,,חיפה מרכז-חיפה<->אשקלון-אשקלון,26031-1-3,2,
12523,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,26050-1-1,2,
12531,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,26050-2-1,2,
12533,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,26050-2-3,2,
13881,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,26050-1-8,2,
13882,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,26050-1-9,2,
12505,2,,מודיעין מרכז-מודיעין מכבים רעות<->חיפה מרכז-חיפה,27035-2-3,2,
16486,2,,הוד השרון-הוד השרון<->באר שבע מרכז-באר שבע,27039-1-3,2,
14058,2,,קרית מוצקין-קרית מוצקין<->באר שבע מרכז-באר שבע,27044-1-0,2,
15293,2,,עתלית-עתלית<->עכו-עכו,27046-2-0,2,
15156,2,,נתיבות-נתיבות<->הוד השרון-הוד השרון,28065-2-1,2,
12480,2,,תל אביב ההגנה-תל אביב יפו<->בנימינה-בנימינה גבעת עדה,29026-2-0,2,
13860,2,,בנימינה-בנימינה גבעת עדה<->תל אביב ההגנה-תל אביב יפו,29026-1-0,2,
16485,2,,אשדוד עד הלום-אשדוד<->באר שבע מרכז-באר שבע,29053-1-1,2,
13853,2,,נתניה-נתניה<->ראשונים-ראשון לציון,29064-1-0,2,
12493,2,,עכו-עכו<->חוף הכרמל-חיפה,30032-1-0,2,
12512,2,,נהריה-נהריה<->באר שבע מרכז-באר שבע,30040-1-1,2,
13876,2,,באר שבע מרכז-באר שבע<->נהריה-נהריה,30040-2-6,2,
12555,2,,אשקלון-אשקלון<->בנימינה-בנימינה גבעת עדה,30072-2-0,2,
12557,2,,אשקלון-אשקלון<->בנימינה-בנימינה גבעת עדה,30072-2-2,2,
12562,2,,בנימינה-בנימינה גבעת עדה<->אשקלון-אשקלון,30072-1-3,2,
13862,2,,חיפה מרכז-חיפה<->באר שבע מרכז-באר שבע,31030-1-3,2,
13864,2,,באר שבע מרכז-באר שבע<->חיפה מרכז-חיפה,31030-2-2,2,
13865,2,,באר שבע מרכז-באר שבע<->חיפה מרכז-חיפה,31030-2-3,2,
13866,2,,באר שבע מרכז-באר שבע<->לב המפרץ-חיפה,31030-2-4,2,
15024,2,,חיפה מרכז-חיפה<->באר שבע מרכז-באר שבע,31030-1-6,2,
13854,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,32020-1-1,2,
13857,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,32020-2-2,2,
16420,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,32020-1-8,2,
16484,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,32020-2-5,2,
12548,2,,הוד השרון-הוד השרון<->אשקלון-אשקלון,32063-1-1,2,
15297,2,,אשקלון-אשקלון<->הוד השרון-הוד השרון,32063-2-1,2,
15298,2,,לוד-לוד<->בנימינה-בנימינה גבעת עדה,32093-2-0,2,
12535,2,,נהריה-נהריה<->נת-בג-נמל תעופה בן גוריון,33055-1-0,2,
13889,2,,נת-בג-נמל תעופה בן גוריון<->נהריה-נהריה,33055-2-4,2,
15751,2,,נהריה-נהריה<->נת-בג-נמל תעופה בן גוריון,33055-1-4,2,
16105,2,,באר שבע מרכז-באר שבע<->נתניה-נתניה,34047-2-0,2,
12571,2,,בנימינה-בנימינה גבעת עדה<->רחובות-רחובות,34090-1-0,2,
12573,2,,בנימינה-בנימינה גבעת עדה<->רחובות-רחובות,34090-1-2,2,
13895,2,,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,34090-2-1,2,
13898,2,,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,34090-2-4,2,
13900,2,,בנימינה-בנימינה גבעת עדה<->רחובות-רחובות,34090-1-7,2,
12465,2,,תל אביב מרכז-תל אביב יפו<->אשקלון-אשקלון,36022-1-1,2,
13859,2,,אשקלון-אשקלון<->תל אביב מרכז-תל אביב יפו,36022-2-1,2,
14563,2,,אשקלון-אשקלון<->תל אביב מרכז-תל אביב יפו,36022-2-2,2,
12474,2,,ראשונים-ראשון לציון<->תל אביב מרכז-תל אביב יפו,36023-2-3,2,
14056,2,,בית שמש-בית שמש<->הרצליה-הרצליה,38096-2-0,2,
14057,2,,הרצליה-הרצליה<->בית שמש-בית שמש,38096-1-0,2,
12451,2,,ירושלים מלחה-ירושלים<->תל אביב מרכז-תל אביב יפו,43010-2-0,2,
12453,2,,ירושלים מלחה-ירושלים<->תל אביב מרכז-תל אביב יפו,43010-2-2,2,
13858,2,,תל אביב ההגנה-תל אביב יפו<->נהריה-נהריה,46021-2-1,2,
15379,2,,נהריה-נהריה<->תל אביב ההגנה-תל אביב יפו,46021-1-3,2,
15749,2,,תל אביב ההגנה-תל אביב יפו<->נהריה-נהריה,46021-2-2,2,
12569,2,,רשל''צ משה דיין-ראשון לציון<->הוד השרון-הוד השרון,50082-2-0,2,
14052,2,,הרצליה-הרצליה<->ירושלים מלחה-ירושלים,58013-1-0,2,
14054,2,,ירושלים מלחה-ירושלים<->הרצליה-הרצליה,58013-2-0,2,
14055,2,,ירושלים מלחה-ירושלים<->הרצליה-הרצליה,58013-2-1,2,
3560,3,א5,רכבת בת גלים-חיפה<->גרנד קניון/שמחה גולן-חיפה-1#,10005-1-#,3,
13220,3,5,גרנד קניון/שמחה גולן-חיפה<->רכבת בת גלים-חיפה-2א,10005-2-א,3,
3575,3,6,הגיבורים/גוש עציון-חיפה<->הגיבורים/גוש עציון-חיפה-3#,10006-3-#,3,
3576,3,6,קיבוץ גלויות/הקטר-חיפה<->הגיבורים/גוש עציון-חיפה-3ז,10006-3-ז,3,
3577,3,7,מרכזית המפרץ/רציפים בינעירוני-חיפה<->היכל התרבות/דרך השלום-נשר-1#,10007-1-#,3,
3578,3,7,דרך השלום/מרכז תל חנן-נשר<->מרכזית המפרץ/הורדה-חיפה-2#,10007-2-#,3,
3582,3,8,הרימונים/האורנים-רכסים<->הנרקיסים/הורדים-רכסים-2ז,10008-2-ז,3,FF9933
3601,3,11,גיבורי התהילה/בית קמה-כפר חסידים<->גיבורי התהילה/בית קמה-כפר חסידים-3#,10011-3-#,3,
11315,3,13,ספיר/ז'בוטינסקי-קרית ים<->מרכזית הקריות-קרית מוצקין-2ז,10013-2-ז,3,
13227,3,13,מר. קריות איסוף-קרית מוצקין<->ספיר/ז'בוטינסקי-קרית ים-1ו,10013-1-ו,3,
13228,3,13,מר. קריות איסוף-קרית מוצקין<->ספיר/ז'בוטינסקי-קרית ים-1ש,10013-1-ש,3,
13230,3,13,ספיר/ז'בוטינסקי-קרית ים<->מרכזית הקריות-קרית מוצקין-2ש,10013-2-ש,3,
3625,3,א14,רכבל/העלייה השנייה-חיפה<->טרומפלדור/מרכז זיו-חיפה-1ר,10014-1-ר,3,
3626,3,14,רכבל/העלייה השנייה-חיפה<->רכבל/העלייה השנייה-חיפה-3#,10014-3-#,3,
3628,3,14,חסן שוקרי/הנביאים-חיפה<->חסן שוקרי/הנביאים-חיפה-3ע,10014-3-ע,3,
3629,3,14,רכבל/העלייה השנייה-חיפה<->רכבל/העלייה השנייה-חיפה-3פ,10014-3-פ,3,
3636,3,16,מרכזית המפרץ/רציפים עירוני-חיפה<->רכבל/העלייה השנייה-חיפה-2#,10016-2-#,3,
3644,3,18,חסן שוקרי/הנביאים-חיפה<->טרומפלדור/מרכז זיו-חיפה-1#,10018-1-#,3,
3645,3,18,רכבת בת גלים-חיפה<->הגליל-חיפה-1א,10018-1-א,3,
3647,3,18,רכבת בת גלים-חיפה<->חניון נווה שאנן-חיפה-1ד,10018-1-ד,3,
3650,3,18,חסן שוקרי/הנביאים-חיפה<->הגליל-חיפה-1ש,10018-1-ש,3,
3659,3,א19,טכניון/מעונות העמים-חיפה<->רכבל/העלייה השנייה-חיפה-2#,10019-2-#,3,
3660,3,19,טכניון/מעונות העמים-חיפה<->חסן שוקרי/הנביאים-חיפה-2ה,10019-2-ה,3,
13231,3,19,רכבל/העלייה השנייה-חיפה<->טכניון/הנדסה אזרחית-חיפה-1א,10019-1-א,3,
13234,3,א19,טכניון/מעונות העמים-חיפה<->רכבל/העלייה השנייה-חיפה-2ו,10019-2-ו,3,
3661,3,20,טרומפלדור/מרכז זיו-חיפה<->ערד/סובה-חיפה-2ז,10020-2-ז,3,
3664,3,20,טרומפלדור/מרכז זיו-חיפה<->ערד/סובה-חיפה-3ח,10020-3-ח,3,
3672,3,א23,הנביאים/יונה-חיפה<->הפלמח/הראל-חיפה-1#,10023-1-#,3,
3695,3,24,תחנה מרכזית חוף כרמל/רציפים עירוני-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1#,10024-1-#,3,
3697,3,24,אוניברסיטה/רב תכליתי-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2#,10024-2-#,3,
3699,3,24,אבא חושי/דר ארתור בירם-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2פ,10024-2-פ,3,
3701,3,25,הנביאים/יונה-חיפה<->בר רב האי/סעדיה הגאון-חיפה-1#,10025-1-#,3,
3711,3,28,רכבת בת גלים-חיפה<->גרנד קניון/שמחה גולן-חיפה-1ק,10028-1-ק,3,
3714,3,28,גרנד קניון/שמחה גולן-חיפה<->רכבת בת גלים-חיפה-2ק,10028-2-ק,3,
13235,3,28,רכבת בת גלים-חיפה<->גרנד קניון/שמחה גולן-חיפה-1א,10028-1-א,3,
13237,3,28,גרנד קניון/שמחה גולן-חיפה<->רכבת בת גלים-חיפה-2ב,10028-2-ב,3,
13238,3,28,גרנד קניון/שמחה גולן-חיפה<->רכבת בת גלים-חיפה-2ו,10028-2-ו,3,
3717,3,29,תחנה מרכזית חוף כרמל/רציפים עירוני-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-3ז,10029-3-ז,3,
13240,3,30,בר רב האי/סעדיה הגאון-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ד,10030-1-ד,3,
3726,3,31,טכניון/מעונות העמים-חיפה<->רכבת בת גלים-חיפה-1#,10031-1-#,3,
3729,3,31,רכבת בת גלים-חיפה<->טכניון/הנדסה אזרחית-חיפה-2#,10031-2-#,3,
11319,3,31,חנקין/קומוי-חיפה<->רכבת בת גלים-חיפה-1ז,10031-1-ז,3,
12291,3,32,יציאת אירופה/זורס-חיפה<->דרך צרפת/יצחק נדב-חיפה-1#,10032-1-#,3,FF9933
3744,3,33,הנשיא/מרכז פנורמה-חיפה<->הנשיא/מרכז פנורמה-חיפה-3ד,10033-3-ד,3,
3749,3,34,הנשיא/מרכז פנורמה-חיפה<->הנשיא/מרכז פנורמה-חיפה-3א,10034-3-א,3,
3750,3,34,הנשיא/מרכז פנורמה-חיפה<->בן גוריון/המגינים-חיפה-3ה,10034-3-ה,3,FF9933
3751,3,35,תחנה מרכזית חוף כרמל/רציפים עירוני-חיפה<->הנשיא/ווגווד-חיפה-1ח,10035-1-ח,3,
3764,3,36,טרומפלדור/מרכז זיו-חיפה<->רכבת בת גלים-חיפה-2ה,10036-2-ה,3,
3766,3,א36,טרומפלדור/מרכז זיו-חיפה<->חסן שוקרי/הנביאים-חיפה-2ח,10036-2-ח,3,
3769,3,37,רכבת בת גלים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1א,10037-1-א,3,
3772,3,37,רכבת בת גלים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ה,10037-1-ה,3,
3775,3,א37,רכבת בת גלים-חיפה<->בית ספר אורט-דאלית אל כרמל-1כ,10037-1-כ,3,
3777,3,37,אוניברסיטה/רב תכליתי-חיפה<->הרצל/יואל-חיפה-2#,10037-2-#,3,
3781,3,א37,תיכון אורט-דאלית אל כרמל<->רכבת בת גלים-חיפה-2כ,10037-2-כ,3,
13244,3,37,אוניברסיטה/רב תכליתי-חיפה<->רכבת בת גלים-חיפה-2ש,10037-2-ש,3,
3784,3,38,הגליל/מאירוביץ-חיפה<->הגליל/מאירוביץ-חיפה-3ז,10038-3-ז,3,
3787,3,א39,דניה/אבא חושי-חיפה<->בית ספר אליאנס/דרך בירם-חיפה-2ט,10039-2-ט,3,FF9933
3792,3,40,רכבל/העלייה השנייה-חיפה<->שוק תלפיות-חיפה-1א,10040-1-א,3,
3793,3,א40,רכבל/העלייה השנייה-חיפה<->חטיבת כרמלי ד-חיפה-1כ,10040-1-כ,3,
3795,3,40,נווה גנים/החשמל-חיפה<->רכבל/העלייה השנייה-חיפה-2ח,10040-2-ח,3,
3796,3,40,נווה גנים/החשמל-חיפה<->רכבל/העלייה השנייה-חיפה-2כ,10040-2-כ,3,3399FF
3797,3,40,שוק תלפיות-חיפה<->רכבל/העלייה השנייה-חיפה-2ר,10040-2-ר,3,
13245,3,א40,רכבל/העלייה השנייה-חיפה<->מרכזית המפרץ/הורדה-חיפה-1ב,10040-1-ב,3,
13246,3,40,מרכזית המפרץ/רציפים בינעירוני-חיפה<->רכבל/העלייה השנייה-חיפה-2א,10040-2-א,3,
11321,3,42,נמל קישון-חיפה<->רכבל/העלייה השנייה-חיפה-2ז,10042-2-ז,3,
13248,3,43,תחנה מרכזית חוף כרמל/רציפים בינעירוני-חיפה<->רכבת בת גלים-חיפה-2#,10043-2-#,3,
13250,3,45,תחנה מרכזית חוף כרמל/רציפים בינעירוני-חיפה<->בית חולים טירת-כרמל-טירת כרמל-1ש,10045-1-ש,3,
13252,3,45,בית חולים טירת-כרמל-טירת כרמל<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2ש,10045-2-ש,3,
3806,3,46,תחנה מרכזית חוף כרמל/רציפים עירוני-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ח,10046-1-ח,3,
3807,3,46,אוניברסיטה/רב תכליתי-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2ח,10046-2-ח,3,
3810,3,49,תחנה מרכזית חוף כרמל/רציפים בינעירוני-חיפה<->בית חולים טירת-כרמל-טירת כרמל-1ח,10049-1-ח,3,
3811,3,49,בית חולים טירת-כרמל-טירת כרמל<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2ח,10049-2-ח,3,
3872,3,66,הדשנים-חיפה<->רמת יוחנן-רמת יוחנן-1צ,10066-1-צ,3,
3884,3,72,מרכזית המפרץ/רציפים בינעירוני-חיפה<->גיבורי התהילה/בית קמה-כפר חסידים-12,10072-1-2,3,
3651,3,18,טרומפלדור/מרכז זיו-חיפה<->חסן שוקרי/הנביאים-חיפה-2#,10018-2-#,3,
3652,3,18,הרב מימון/גילבוע-חיפה<->רכבת בת גלים-חיפה-2א,10018-2-א,3,
3653,3,18,חניון נווה שאנן-חיפה<->רכבת בת גלים-חיפה-2ד,10018-2-ד,3,
11282,3,18,הרב מימון/גילבוע-חיפה<->רכבת בת גלים-חיפה-2ש,10018-2-ש,3,
3656,3,19,רכבל/העלייה השנייה-חיפה<->טכניון/הנדסה אזרחית-חיפה-1#,10019-1-#,3,
3657,3,19,חסן שוקרי/הנביאים-חיפה<->טכניון/הנדסה אזרחית-חיפה-1ה,10019-1-ה,3,
3658,3,19,רכבל/העלייה השנייה-חיפה<->טכניון/הנדסה אזרחית-חיפה-1ש,10019-1-ש,3,
11283,3,א19,טכניון/מעונות העמים-חיפה<->רכבל/העלייה השנייה-חיפה-2ש,10019-2-ש,3,
13232,3,19,רכבל/העלייה השנייה-חיפה<->טכניון/הנדסה אזרחית-חיפה-1ו,10019-1-ו,3,
13233,3,א19,טכניון/מעונות העמים-חיפה<->רכבל/העלייה השנייה-חיפה-2א,10019-2-א,3,
3663,3,20,ערד/סובה-חיפה<->ערד/סובה-חיפה-3ז,10020-3-ז,3,
3665,3,21,בית חולים כרמל/רנ''ק-חיפה<->רכבת בת גלים-חיפה-2#,10021-2-#,3,
3684,3,23,הפלמח/הצלפים-חיפה<->הנביאים/אחד העם-חיפה-2#,10023-2-#,3,
3703,3,25,בר רב האי/סעדיה הגאון-חיפה<->הנביאים/אחד העם-חיפה-2#,10025-2-#,3,
3709,3,28,רכבת בת גלים-חיפה<->חניתה/הלל סילבר-חיפה-1#,10028-1-#,3,
3713,3,28,חניתה/הלל סילבר-חיפה<->הרצל/יואל-חיפה-2א,10028-2-א,3,
3715,3,28,חסן שוקרי/הנביאים-חיפה<->הרצל/יואל-חיפה-3א,10028-3-א,3,
3716,3,28,חסן שוקרי/הנביאים-חיפה<->רכבת בת גלים-חיפה-3ב,10028-3-ב,3,
13236,3,28,רכבת בת גלים-חיפה<->גרנד קניון/שמחה גולן-חיפה-1ש,10028-1-ש,3,
13239,3,28,חניתה/הלל סילבר-חיפה<->רכבת בת גלים-חיפה-2ש,10028-2-ש,3,
3720,3,א30,בר רב האי/סעדיה הגאון-חיפה<->הנשיא/דרך הים-חיפה-1א,10030-1-א,3,
3724,3,30,אוניברסיטה/רב תכליתי-חיפה<->בר רב האי/סעדיה הגאון-חיפה-2א,10030-2-א,3,
13241,3,30,הנשיא/אלחנן-חיפה<->בר רב האי/סעדיה הגאון-חיפה-2ד,10030-2-ד,3,
3740,3,א32,רכבל/סטלה מאריס-חיפה<->יציאת אירופה/זורס-חיפה-2ת,10032-2-ת,3,FF9933
3742,3,32,דרך צרפת/יצחק נדב-חיפה<->דרך צרפת/יצחק נדב-חיפה-3ס,10032-3-ס,3,
3746,3,א33,מרכז הכרמל/הנשיא-חיפה<->הנשיא/ווגווד-חיפה-3כ,10033-3-כ,3,
3747,3,34,המגינים/לוחמי הגטאות-חיפה<->הנשיא/מרכז פנורמה-חיפה-1#,10034-1-#,3,FF9933
3752,3,35,דרך הים/מרכז הכרמל-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-2ח,10035-2-ח,3,
3753,3,36,רכבת בת גלים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1#,10036-1-#,3,
3756,3,36,חסן שוקרי/הנביאים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ד,10036-1-ד,3,
3757,3,א36,רכבת בת גלים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ה,10036-1-ה,3,
3760,3,א36,אוניברסיטה/רב תכליתי-חיפה<->חסן שוקרי/הנביאים-חיפה-2#,10036-2-#,3,
3761,3,36,אוניברסיטה/רב תכליתי-חיפה<->רכבת בת גלים-חיפה-2א,10036-2-א,3,
3768,3,37,חסן שוקרי/הנביאים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1#,10037-1-#,3,
3770,3,37,רכבת בת גלים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ב,10037-1-ב,3,
3771,3,37,רכבת בת גלים-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1ד,10037-1-ד,3,
3773,3,א37,רכבת בת גלים-חיפה<->בית ספר אורט-דאלית אל כרמל-1ח,10037-1-ח,3,
3774,3,א37,רכבת בת גלים-חיפה<->בית ספר אורט-דאלית אל כרמל-1ט,10037-1-ט,3,
3778,3,37,אוניברסיטה/רב תכליתי-חיפה<->רכבת בת גלים-חיפה-2א,10037-2-א,3,
3779,3,א37,תיכון אורט-דאלית אל כרמל<->רכבת בת גלים-חיפה-2ב,10037-2-ב,3,
11656,3,א37,רכבת בת גלים-חיפה<->בית ספר אורט-דאלית אל כרמל-1י,10037-1-י,3,
13242,3,א37,רכבת בת גלים-חיפה<->בית ספר אורט-דאלית אל כרמל-1ו,10037-1-ו,3,
13243,3,37,אוניברסיטה/רב תכליתי-חיפה<->רכבת בת גלים-חיפה-2ו,10037-2-ו,3,
3786,3,39,ווטסון/סורוקה-חיפה<->אוניברסיטה/רב תכליתי-חיפה-1י,10039-1-י,3,FF9933
3788,3,א39,דניה/אבא חושי-חיפה<->בית בירם/אבא חושי-חיפה-2י,10039-2-י,3,FF9933
3789,3,39,אוניברסיטה/רב תכליתי-חיפה<->אוניברסיטה/רב תכליתי-חיפה-3ז,10039-3-ז,3,
11320,3,א42,רכבל/העלייה השנייה-חיפה<->נמל קישון-חיפה-1ז,10042-1-ז,3,
13247,3,43,רכבת בת גלים-חיפה<->תחנה מרכזית חוף כרמל/הורדה-חיפה-1#,10043-1-#,3,
3803,3,45,תחנה מרכזית חוף כרמל/רציפים בינעירוני-חיפה<->בית חולים טירת-כרמל-טירת כרמל-1ח,10045-1-ח,3,
