service_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday,start_date,end_date
35202759,0,0,0,0,0,0,1,20160518,20160717
35202760,1,1,1,1,1,0,0,20160518,20160717
35202761,0,0,0,0,0,1,0,20160518,20160717
35202762,0,0,0,0,0,0,1,20160518,20160717
35202763,1,1,1,1,1,0,0,20160518,20160525
35202764,1,0,0,0,0,0,0,20160518,20160717
35202765,0,1,1,1,1,0,0,20160518,20160717
35202766,0,0,0,0,0,1,0,20160518,20160717
35202767,0,0,0,0,0,0,1,20160518,20160717
35202768,1,1,1,1,1,0,0,20160527,20160717
35202769,1,0,0,0,0,0,0,20160518,20160717
35202770,0,1,1,1,1,0,0,20160518,20160717
35202771,0,0,0,0,0,1,0,20160518,20160717
35202772,0,0,0,0,0,0,1,20160518,20160717
35202773,1,0,0,0,0,0,0,20160518,20160717
35202774,0,1,1,1,1,0,0,20160518,20160717
35202775,0,0,0,0,0,1,0,20160518,20160717
35202776,0,0,0,0,0,0,1,20160518,20160717
35202777,1,1,1,1,1,0,0,20160518,20160717
35202778,0,0,0,0,0,1,0,20160518,20160717
35202779,1,1,1,1,1,0,0,20160518,20160717
35202780,0,0,0,0,0,1,0,20160518,20160717
35202781,1,1,1,1,1,0,0,20160518,20160717
35202782,0,0,0,0,0,1,0,20160518,20160717
35202783,1,1,1,1,1,0,0,20160518,20160717
35202784,0,0,0,0,0,1,0,20160518,20160717
35202785,1,1,1,1,1,0,0,20160518,20160717
35202786,0,0,0,0,0,1,0,20160518,20160717
35202787,1,1,1,1,1,0,0,20160518,20160717
35202788,0,0,0,0,0,1,0,20160518,20160717
35202789,1,1,1,1,1,0,0,20160518,20160525
35202790,0,0,0,0,0,1,0,20160518,20160525
35202791,0,0,0,0,1,0,0,20160526,20160526
35202792,1,1,1,1,1,0,0,20160518,20160525
35202793,0,0,0,0,1,0,0,20160526,20160526
35202794,1,1,1,1,1,0,0,20160527,20160717
35202795,1,1,1,1,1,0,0,20160527,20160531
35202796,0,0,0,0,0,1,0,20160527,20160531
35202797,1,1,1,1,1,0,0,20160527,20160717
35202798,0,0,0,0,0,1,0,20160527,20160717
35202799,1,1,1,1,1,0,0,20160518,20160525
35202800,0,0,0,0,0,1,0,20160518,20160525
35202801,0,0,0,0,1,0,0,20160526,20160526
35202802,1,1,1,1,1,0,0,20160601,20160717
35202803,0,0,0,0,0,1,0,20160601,20160717
35202804,1,1,1,1,1,0,0,20160518,20160525
35202805,0,0,0,0,0,1,0,20160518,20160525
35202806,1,1,1,1,1,0,0,20160518,20160525
35202807,1,1,1,1,1,0,0,20160518,20160525
35202808,0,0,0,0,1,0,0,20160526,20160526
35202809,1,1,1,1,1,0,0,20160527,20160717
35202810,0,0,0,0,0,1,0,20160527,20160717
35202811,0,0,0,0,1,0,0,20160526,20160526
35202812,1,1,1,1,1,0,0,20160527,20160717
35202813,0,0,0,0,0,1,0,20160527,20160717
35202814,0,0,0,0,1,0,0,20160526,20160526
35202815,1,1,1,1,1,0,0,20160527,20160717
35202816,0,0,0,0,1,0,0,20160526,20160526
35202817,1,1,1,1,1,0,0,20160527,20160717
35202818,1,1,1,1,1,0,0,20160518,20160525
35202819,0,0,0,0,0,1,0,20160518,20160525
35202820,1,1,1,1,1,0,0,20160527,20160717
35202821,0,0,0,0,0,1,0,20160527,20160717
35202822,0,0,0,0,0,0,1,20160527,20160717
35202823,0,0,0,0,0,1,0,20160527,20160527
35202824,1,0,0,0,0,0,0,20160528,20160717
35202825,0,1,1,1,1,0,0,20160528,20160717
35202826,0,0,0,0,0,1,0,20160528,20160717
35202827,0,0,0,0,0,0,1,20160528,20160717
35202828,1,1,1,1,1,0,0,20160518,20160525
35202829,0,0,0,0,1,0,0,20160526,20160526
35202830,1,1,1,1,1,0,0,20160527,20160531
35202831,1,1,1,1,1,0,0,20160518,20160525
35202832,0,0,0,0,0,1,0,20160518,20160525
35202833,0,0,0,0,0,0,1,20160518,20160525
35202834,0,0,0,0,1,0,0,20160526,20160526
35202835,1,1,1,1,1,0,0,20160518,20160525
35202836,0,0,0,0,1,0,0,20160526,20160526
35202837,1,1,1,1,1,0,0,20160527,20160717
35202838,1,0,0,0,0,0,0,20160518,20160525
35202839,0,1,1,1,1,0,0,20160518,20160525
35202840,0,0,0,0,0,1,0,20160518,20160525
35202841,0,0,0,0,0,0,1,20160518,20160525
35202842,0,0,0,0,1,0,0,20160526,20160526
35202843,1,1,1,1,1,0,0,20160601,20160717
35202844,1,1,1,1,1,0,0,20160518,20160525
35202845,0,0,0,0,0,1,0,20160518,20160525
35202846,1,1,1,1,1,0,0,20160518,20160525
35202847,0,0,0,0,0,1,0,20160518,20160525
35202848,0,0,0,0,1,0,0,20160526,20160526
35202849,1,1,1,1,1,0,0,20160527,20160717
35202850,0,0,0,0,0,1,0,20160527,20160717
35202851,0,0,0,0,1,0,0,20160526,20160526
35202852,1,1,1,1,1,0,0,20160527,20160717
35202853,0,0,0,0,0,1,0,20160527,20160717
35202854,1,1,1,1,1,0,0,20160518,20160717
35202855,0,0,0,0,0,1,0,20160518,20160717
35202856,0,0,0,0,0,0,1,20160518,20160717
35208770,0,0,0,0,0,0,1,20160518,20160524
35208771,1,1,1,1,1,0,0,20160518,20160524
35208772,0,0,0,1,0,0,0,20160525,20160525
35208773,0,0,0,0,1,0,0,20160526,20160526
35208774,0,0,0,0,0,1,0,20160518,20160524
35208775,0,0,0,0,1,0,0,20160526,20160526
35208776,1,1,1,1,1,0,0,20160527,20160717
35208777,1,1,1,1,1,0,0,20160527,20160717
35208778,0,0,0,0,0,1,0,20160527,20160717
35208779,0,0,0,0,0,0,1,20160527,20160717
35208780,1,1,1,1,1,0,0,20160518,20160524
35208781,0,0,0,1,0,0,0,20160525,20160525
35208782,0,0,0,0,1,0,0,20160526,20160526
35208783,1,1,1,1,1,0,0,20160527,20160717
35208784,0,0,0,1,0,0,0,20160525,20160525
35208785,0,0,0,0,1,0,0,20160526,20160526
35208786,1,1,1,1,1,0,0,20160518,20160524
35208787,0,0,0,0,0,1,0,20160518,20160524
35208788,0,0,0,1,0,0,0,20160525,20160525
35208789,0,0,0,0,1,0,0,20160526,20160526
35208790,1,1,1,1,1,0,0,20160518,20160524
35208791,0,0,0,0,0,1,0,20160518,20160524
35208792,0,0,0,0,0,0,1,20160518,20160524
35208793,0,0,0,0,1,0,0,20160526,20160526
35208794,1,1,1,1,1,0,0,20160527,20160717
35208795,0,0,0,0,0,1,0,20160527,20160717
35208796,0,0,0,0,0,0,1,20160527,20160717
35208797,1,1,1,1,1,0,0,20160527,20160717
35208798,0,0,0,0,1,0,0,20160526,20160526
35208799,1,1,1,1,1,0,0,20160527,20160717
35208800,1,1,1,1,1,0,0,20160518,20160524
35208801,0,0,0,1,0,0,0,20160525,20160525
35208802,0,0,0,0,1,0,0,20160526,20160526
35208803,1,1,1,1,1,0,0,20160527,20160717
35208804,0,0,0,0,0,1,0,20160518,20160524
35208805,0,0,0,1,0,0,0,20160525,20160525
35208806,0,0,0,0,1,0,0,20160526,20160526
35208807,1,1,1,1,1,0,0,20160527,20160717
35208808,0,0,0,0,0,0,1,20160527,20160717
35208809,1,1,1,1,1,0,0,20160527,20160717
35208810,0,0,0,0,0,1,0,20160527,20160717
35208811,1,1,1,1,1,0,0,20160518,20160524
35208812,0,0,0,1,0,0,0,20160525,20160525
35208813,1,1,1,1,1,0,0,20160518,20160524
35208814,0,0,0,0,0,1,0,20160518,20160524
35208815,0,0,0,0,0,0,1,20160518,20160524
35208816,0,0,0,1,0,0,0,20160525,20160525
35208817,0,0,0,0,1,0,0,20160526,20160526
35208818,1,1,1,1,1,0,0,20160518,20160524
35208819,1,1,1,1,1,0,0,20160527,20160717
35208820,1,1,1,1,1,0,0,20160527,20160717
35208821,0,0,0,0,0,1,0,20160527,20160717
35208822,0,0,0,1,0,0,0,20160525,20160525
35208823,0,0,0,1,0,0,0,20160525,20160525
35208824,0,0,0,0,1,0,0,20160526,20160526
35208825,1,0,0,0,0,0,0,20160527,20160717
35208826,0,1,1,1,1,0,0,20160527,20160717
35208827,0,0,0,0,0,1,0,20160527,20160717
35208828,0,0,0,0,0,0,1,20160527,20160717
35208829,1,1,1,1,1,0,0,20160518,20160524
35208830,0,0,0,0,0,1,0,20160518,20160524
35208831,0,0,0,1,0,0,0,20160525,20160525
35208832,0,0,0,0,1,0,0,20160526,20160526
35208833,1,1,1,1,1,1,0,20160518,20160524
35208834,1,1,1,1,1,1,0,20160527,20160717
35208835,1,1,1,1,1,0,0,20160518,20160524
35208836,1,1,1,1,1,0,0,20160518,20160524
35208837,0,0,0,1,0,0,0,20160525,20160525
35208838,0,0,0,0,1,0,0,20160526,20160526
35208839,0,0,0,0,1,0,0,20160526,20160526
35208840,1,0,0,0,0,0,0,20160527,20160717
35208841,0,0,0,1,0,0,0,20160525,20160525
35208842,0,0,0,0,1,0,0,20160526,20160526
35208843,1,1,1,1,1,1,0,20160527,20160717
35208844,1,1,1,1,1,0,0,20160518,20160524
35208845,0,0,0,1,0,0,0,20160525,20160525
35208846,0,0,0,0,1,0,0,20160526,20160526
35208847,1,1,1,1,1,0,0,20160527,20160717
35208848,0,0,0,1,0,0,0,20160525,20160525
35208849,1,1,1,1,1,0,0,20160527,20160717
35208850,1,0,0,0,0,0,0,20160518,20160524
35208851,0,1,1,1,1,0,0,20160518,20160524
35208852,0,0,0,0,0,1,0,20160518,20160524
35208853,0,0,0,0,0,0,1,20160518,20160524
35208854,0,0,0,1,0,0,0,20160525,20160525
35208855,0,0,0,0,1,0,0,20160526,20160526
35208856,1,1,1,1,1,0,0,20160527,20160717
35208857,0,0,0,0,0,1,0,20160527,20160717
35208858,1,1,1,1,1,0,0,20160518,20160524
35208859,1,1,1,1,1,0,0,20160527,20160717
35208860,0,0,0,1,0,0,0,20160525,20160525
35208861,0,0,0,0,1,0,0,20160526,20160526
35208862,0,0,0,1,0,0,0,20160525,20160525
35208863,0,0,0,0,1,0,0,20160526,20160526
35208864,1,1,1,1,1,0,0,20160527,20160717
35208865,1,1,1,1,1,0,0,20160527,20160717
35208866,1,1,1,1,1,0,0,20160518,20160524
35208867,0,0,0,0,0,1,0,20160518,20160524
35208868,0,0,0,0,0,0,1,20160518,20160524
35208869,0,0,0,1,0,0,0,20160525,20160525
35208870,1,1,1,1,1,0,0,20160527,20160717
35208871,0,0,0,0,0,1,0,20160527,20160717
35213754,0,1,1,1,1,0,0,20160614,20160717
35213755,0,0,0,0,0,1,0,20160614,20160717
35213756,0,0,0,0,0,0,1,20160614,20160717
35213757,1,0,0,0,0,0,0,20160518,20160610
35213758,0,1,1,1,1,0,0,20160518,20160610
35213759,0,0,0,0,0,0,1,20160518,20160610
35213760,0,1,0,0,0,0,0,20160613,20160613
35213761,1,0,0,0,0,0,0,20160614,20160717
35213762,0,1,1,1,1,0,0,20160614,20160717
35213763,0,0,0,0,0,1,0,20160614,20160717
35213764,0,0,0,0,0,0,1,20160614,20160717
35213765,0,1,0,0,0,0,0,20160613,20160613
35213766,1,0,0,0,0,1,0,20160614,20160717
35213767,1,0,0,0,0,1,0,20160518,20160610
35213768,1,0,0,0,0,1,0,20160518,20160610
35213769,0,1,0,0,0,0,0,20160613,20160613
35213770,1,0,0,0,0,1,0,20160614,20160717
35213771,1,0,0,0,0,1,0,20160518,20160610
35213772,0,1,0,0,0,0,0,20160613,20160613
35213773,1,0,0,0,0,1,0,20160614,20160717
35213774,0,1,0,0,0,0,0,20160613,20160613
35213775,1,0,0,0,0,1,0,20160614,20160717
35213776,1,0,0,0,0,1,0,20160518,20160610
35213777,0,0,1,0,0,0,0,20160518,20160525
35213778,0,0,1,0,0,0,0,20160527,20160610
35213779,0,0,1,0,0,0,0,20160614,20160630
35213780,0,0,1,0,0,0,0,20160518,20160525
35213781,0,0,1,0,0,0,0,20160527,20160610
35213782,0,0,1,0,0,0,0,20160614,20160630
35213783,1,1,0,1,1,0,0,20160518,20160525
35213784,0,0,1,0,0,0,0,20160518,20160525
35213785,1,1,1,1,1,0,0,20160518,20160525
35213786,1,1,1,1,1,0,0,20160527,20160610
35213787,1,1,1,1,1,0,0,20160614,20160620
35213788,1,1,0,1,1,0,0,20160527,20160610
35213789,0,0,1,0,0,0,0,20160527,20160610
35213790,1,1,0,1,1,0,0,20160614,20160620
35213791,0,0,1,0,0,0,0,20160614,20160620
35213792,1,0,1,1,1,0,0,20160518,20160525
35213793,0,1,0,0,0,0,0,20160518,20160525
35213794,0,0,0,0,0,1,0,20160518,20160525
35213795,1,0,1,1,1,0,0,20160614,20160630
35213796,0,1,0,0,0,0,0,20160614,20160630
35213797,0,0,0,0,0,1,0,20160614,20160630
35213798,1,0,1,1,1,0,0,20160527,20160610
35213799,0,1,0,0,0,0,0,20160527,20160610
35213800,0,0,0,0,0,1,0,20160527,20160610
35213801,1,1,1,1,1,0,0,20160518,20160525
35213802,1,1,1,1,1,0,0,20160527,20160610
35213803,1,1,1,1,1,0,0,20160518,20160525
35213804,1,1,1,1,1,0,0,20160527,20160610
35213805,1,1,1,1,1,0,0,20160614,20160620
35213806,1,1,1,1,1,0,0,20160614,20160620
35213807,1,1,1,1,1,1,0,20160518,20160525
35213808,1,1,1,1,1,1,0,20160527,20160610
35213809,1,1,1,1,1,1,0,20160614,20160620
35213810,1,1,1,1,1,0,0,20160614,20160620
35213811,0,0,0,0,0,1,0,20160614,20160620
35213812,1,1,1,1,1,0,0,20160518,20160525
35213813,0,0,0,0,0,1,0,20160518,20160525
35213814,1,1,1,1,1,0,0,20160527,20160610
35213815,0,0,0,0,0,1,0,20160527,20160610
35213816,1,1,1,1,1,1,0,20160518,20160525
35213817,1,1,1,1,1,1,0,20160527,20160610
35213818,1,1,1,1,1,1,0,20160614,20160620
35213819,1,1,1,1,1,1,0,20160518,20160525
35213820,1,1,1,1,1,1,0,20160527,20160610
35213821,1,1,1,1,1,1,0,20160614,20160620
35213822,1,1,1,1,1,1,0,20160518,20160525
35213823,1,1,1,1,1,1,0,20160527,20160610
35213824,1,1,1,1,1,1,0,20160614,20160620
35213825,1,1,1,0,1,0,0,20160518,20160525
35213826,0,0,0,1,0,0,0,20160518,20160525
35213827,0,0,0,0,0,1,0,20160518,20160525
35213828,1,1,1,0,1,0,0,20160527,20160610
35213829,0,0,0,1,0,0,0,20160527,20160610
35213830,0,0,0,0,0,1,0,20160527,20160610
35213831,1,1,1,0,1,0,0,20160614,20160620
35213832,0,0,0,1,0,0,0,20160614,20160620
35213833,0,0,0,0,0,1,0,20160614,20160620
35213834,1,1,1,1,1,1,0,20160518,20160525
35213835,1,1,1,1,1,1,0,20160527,20160610
35213836,1,1,1,1,1,1,0,20160518,20160525
35213837,1,1,1,1,1,1,0,20160527,20160610
35213838,1,1,1,1,1,1,0,20160614,20160620
35213839,1,1,1,1,1,1,0,20160614,20160620
35213840,1,1,1,1,1,1,0,20160518,20160525
35213841,1,1,1,1,1,1,0,20160527,20160610
35213842,1,1,1,1,1,1,0,20160614,20160620
35213843,1,1,1,1,1,1,0,20160518,20160525
35213844,1,1,1,1,1,1,0,20160527,20160610
35213845,1,1,1,1,1,1,0,20160614,20160620
35213846,1,1,1,1,1,1,0,20160518,20160525
35213847,1,1,1,1,1,1,0,20160527,20160610
35213848,1,1,1,1,1,1,0,20160614,20160620
35213849,1,1,1,1,1,1,0,20160527,20160610
35213850,1,1,1,1,1,1,0,20160614,20160620
35213851,1,1,1,1,1,1,0,20160518,20160525
35213852,1,1,1,1,1,1,0,20160518,20160525
35213853,1,1,1,1,1,1,0,20160527,20160610
35213854,1,1,1,1,1,1,0,20160614,20160620
35213855,1,0,0,0,0,0,0,20160518,20160525
35202857,1,0,0,0,0,0,0,20160518,20160717
35208872,0,0,0,0,0,0,1,20160527,20160717
35213856,0,1,0,0,1,0,0,20160518,20160525
35218005,0,0,0,0,0,0,1,20160527,20160717
35218006,0,0,0,0,0,1,0,20160518,20160525
35218007,0,0,0,0,0,0,1,20160518,20160525
35218008,0,0,0,0,0,1,0,20160518,20160525
35218009,0,0,0,0,0,0,1,20160518,20160525
35218010,0,0,0,0,0,1,0,20160527,20160717
35218011,0,0,0,0,0,0,1,20160527,20160717
35218012,0,0,0,0,0,1,0,20160518,20160525
35218013,0,0,0,0,0,1,0,20160527,20160717
35218014,0,0,0,0,0,0,1,20160518,20160525
35218015,0,0,0,0,0,0,1,20160527,20160717
35218016,0,0,0,0,0,1,0,20160527,20160717
35218017,0,0,0,0,0,0,1,20160518,20160525
35218018,0,0,0,0,0,1,0,20160518,20160525
35218019,0,0,0,0,0,0,1,20160527,20160717
35218020,0,0,0,0,0,1,0,20160527,20160717
35218021,0,0,0,0,0,0,1,20160518,20160525
35218022,0,0,0,0,0,1,0,20160518,20160525
35197926,0,0,0,0,1,0,0,20160526,20160526
35197927,1,1,1,1,1,1,0,20160527,20160717
35197928,0,0,0,0,1,0,0,20160526,20160526
35197929,1,1,1,1,1,1,0,20160527,20160717
35197930,0,0,0,0,1,0,0,20160526,20160526
35197931,1,1,1,1,1,1,0,20160518,20160524
35197932,0,0,0,1,0,0,0,20160525,20160525
35197933,1,1,1,1,1,0,0,20160518,20160524
35197934,0,0,0,0,0,1,0,20160518,20160524
35197935,0,0,0,0,0,0,1,20160518,20160524
35197936,0,0,0,1,0,0,0,20160525,20160525
35197937,1,1,1,1,1,0,0,20160527,20160717
35197938,0,0,0,0,0,1,0,20160527,20160717
35197939,0,0,0,0,0,0,1,20160527,20160717
35197940,1,1,1,1,1,0,0,20160518,20160524
35197941,0,0,0,0,0,1,0,20160518,20160524
35197942,0,0,0,0,0,0,1,20160518,20160524
35197943,0,0,0,1,0,0,0,20160525,20160525
35197944,1,1,1,1,1,0,0,20160527,20160717
35197945,0,0,0,0,0,1,0,20160527,20160717
35197946,0,0,0,0,0,0,1,20160527,20160717
35197947,0,0,0,0,1,0,0,20160526,20160526
35197948,0,0,0,0,1,0,0,20160526,20160526
35197949,1,1,1,1,1,0,0,20160518,20160524
35197950,0,0,0,1,0,0,0,20160525,20160525
35197951,0,0,0,0,1,0,0,20160526,20160526
35197952,1,1,1,1,1,0,0,20160527,20160717
35197953,1,1,1,1,1,1,0,20160518,20160524
35197954,1,1,1,1,1,1,0,20160527,20160717
35197955,1,1,1,1,1,0,0,20160518,20160524
35197956,0,0,0,0,0,1,0,20160518,20160524
35197957,0,0,0,0,0,0,1,20160518,20160524
35197958,0,0,0,0,1,0,0,20160526,20160526
35197959,0,0,0,1,0,0,0,20160525,20160525
35197960,0,0,0,0,1,0,0,20160526,20160526
35197961,0,0,0,1,0,0,0,20160525,20160525
35197962,1,1,1,1,1,0,0,20160527,20160717
35197963,0,0,0,0,0,1,0,20160527,20160717
35197964,0,0,0,0,0,0,1,20160527,20160717
35197965,1,1,1,1,1,0,0,20160518,20160524
35197966,0,0,0,1,0,0,0,20160525,20160525
35197967,0,0,0,0,1,0,0,20160526,20160526
35197968,1,1,1,1,1,0,0,20160527,20160717
35197969,0,0,0,1,0,0,0,20160525,20160525
35197970,0,0,0,0,1,0,0,20160526,20160526
35197971,1,1,1,1,1,0,0,20160527,20160717
35197972,0,0,0,0,0,1,0,20160527,20160717
35197973,0,0,0,0,0,0,1,20160527,20160717
35197974,1,1,1,1,1,0,0,20160527,20160717
35197975,0,0,0,0,0,1,0,20160527,20160717
35197976,0,0,0,0,0,0,1,20160527,20160717
35197977,1,1,1,1,1,0,0,20160518,20160524
35197978,0,0,0,0,0,1,0,20160518,20160524
35197979,0,0,0,0,0,0,1,20160518,20160524
35197980,1,1,1,1,1,0,0,20160518,20160524
35197981,0,0,0,0,0,1,0,20160518,20160524
35197982,0,0,0,0,0,0,1,20160518,20160524
35197983,0,0,0,1,0,0,0,20160525,20160525
35197984,0,0,0,0,1,0,0,20160526,20160526
35197985,0,0,0,1,0,0,0,20160525,20160525
35197986,1,1,1,1,1,0,0,20160518,20160524
35197987,0,0,0,0,0,1,0,20160518,20160524
35197988,0,0,0,0,0,0,1,20160518,20160524
35197989,0,0,0,1,0,0,0,20160525,20160525
35197990,0,0,0,0,1,0,0,20160526,20160526
35197991,1,1,1,1,1,0,0,20160518,20160524
35197992,0,0,0,0,0,1,0,20160518,20160524
35197993,0,0,0,0,0,0,1,20160518,20160524
35197994,0,0,0,0,1,0,0,20160526,20160526
35197995,1,1,1,1,1,0,0,20160527,20160717
35197996,0,0,0,0,0,1,0,20160527,20160717
35197997,0,0,0,0,0,0,1,20160527,20160717
35197998,1,1,1,1,1,0,0,20160527,20160717
35197999,0,0,0,0,0,1,0,20160527,20160717
35198000,0,0,0,0,0,0,1,20160527,20160717
35198001,0,0,0,0,0,0,1,20160527,20160717
35198002,0,0,0,0,0,0,1,20160518,20160524
35198003,0,0,0,0,0,0,1,20160518,20160524
35198004,0,0,0,0,0,0,1,20160527,20160717
35202858,0,1,1,1,1,0,0,20160518,20160717
35202859,0,0,0,0,0,1,0,20160518,20160717
35202860,0,0,0,0,0,0,1,20160518,20160717
35202861,1,0,0,0,0,0,0,20160518,20160717
35202862,0,1,1,1,1,0,0,20160518,20160717
35202863,0,0,0,0,0,1,0,20160518,20160717
35202864,0,0,0,0,0,0,1,20160518,20160717
35202865,1,1,1,1,1,0,0,20160518,20160717
35202866,0,0,0,0,0,1,0,20160518,20160717
35202867,0,0,0,0,0,0,1,20160518,20160717
35202868,1,1,1,1,1,0,0,20160518,20160717
35202869,0,0,0,0,0,1,0,20160518,20160717
35202870,0,0,0,0,0,1,0,20160527,20160527
35202871,1,0,0,0,0,0,0,20160528,20160717
35202872,0,1,1,1,1,0,0,20160528,20160717
35202873,0,0,0,0,0,1,0,20160528,20160717
35202874,0,0,0,0,0,0,1,20160528,20160717
35202875,0,0,0,0,1,0,0,20160526,20160526
35202876,1,1,1,1,1,0,0,20160527,20160717
35202877,0,0,0,0,1,0,0,20160526,20160526
35202878,0,0,0,0,0,1,0,20160527,20160527
35202879,1,0,0,0,0,0,0,20160528,20160717
35202880,0,1,1,1,1,0,0,20160528,20160717
35202881,0,0,0,0,0,1,0,20160528,20160717
35202882,0,0,0,0,0,0,1,20160528,20160717
35202883,0,0,0,0,0,0,1,20160527,20160717
35202884,1,0,0,0,0,0,0,20160518,20160525
35202885,0,1,1,1,1,0,0,20160518,20160525
35202886,0,0,0,0,0,1,0,20160518,20160525
35202887,0,0,0,0,0,0,1,20160518,20160525
35202888,0,0,0,0,1,0,0,20160526,20160526
35202889,1,1,1,1,1,0,0,20160518,20160525
35202890,1,0,0,0,0,0,0,20160518,20160525
35202891,0,1,1,1,1,0,0,20160518,20160525
35202892,0,0,0,0,0,1,0,20160518,20160525
35202893,0,0,0,0,0,0,1,20160518,20160525
35202894,0,0,0,0,0,0,1,20160518,20160525
35202895,1,0,0,0,0,0,0,20160518,20160525
35202896,0,1,1,1,1,0,0,20160518,20160525
35202897,0,0,0,0,0,1,0,20160518,20160525
35202898,0,0,0,0,0,0,1,20160518,20160525
35202899,0,0,0,0,1,0,0,20160526,20160526
35202900,0,0,0,0,1,0,0,20160526,20160526
35202901,0,0,0,0,0,1,0,20160527,20160527
35202902,1,0,0,0,0,0,0,20160528,20160717
35202903,0,1,1,1,1,0,0,20160528,20160717
35202904,0,0,0,0,0,1,0,20160528,20160717
35202905,0,0,0,0,0,0,1,20160528,20160717
35202906,1,0,0,0,0,0,0,20160518,20160525
35202907,0,1,1,1,1,0,0,20160518,20160525
35202908,0,0,0,0,0,1,0,20160518,20160525
35202909,0,0,0,0,0,0,1,20160518,20160525
35202910,0,0,0,0,0,1,0,20160527,20160527
35202911,1,0,0,0,0,0,0,20160528,20160717
35202912,0,1,1,1,1,0,0,20160528,20160717
35202913,0,0,0,0,0,1,0,20160528,20160717
35202914,0,0,0,0,0,0,1,20160528,20160717
35202915,1,1,1,1,1,0,0,20160518,20160717
35202916,0,0,0,0,0,1,0,20160518,20160717
35202917,0,0,0,0,1,0,0,20160526,20160526
35202918,1,1,1,1,1,0,0,20160527,20160717
35202919,0,0,0,0,1,0,0,20160526,20160526
35202920,1,1,1,1,1,0,0,20160527,20160717
35202921,1,1,1,1,1,0,0,20160518,20160525
35202922,0,0,0,0,0,1,0,20160518,20160525
35202923,0,0,0,0,1,0,0,20160526,20160526
35202924,1,1,1,1,1,0,0,20160518,20160717
35202925,0,0,0,0,0,1,0,20160518,20160717
35202926,1,1,1,1,1,0,0,20160518,20160717
35202927,0,0,0,0,0,1,0,20160518,20160717
35202928,1,1,1,1,1,0,0,20160518,20160525
35202929,1,1,1,1,1,0,0,20160518,20160525
35202930,0,0,0,0,1,0,0,20160526,20160526
35202931,1,1,1,1,1,0,0,20160527,20160717
35202932,1,1,1,1,1,0,0,20160518,20160525
35202933,1,1,1,1,1,0,0,20160527,20160717
35202934,0,0,0,0,0,1,0,20160527,20160717
35202935,1,0,0,0,0,0,0,20160518,20160717
35202936,0,1,1,1,1,0,0,20160518,20160717
35202937,0,0,0,0,0,1,0,20160518,20160717
35202938,0,0,0,0,0,0,1,20160518,20160717
35202939,1,0,0,0,0,0,0,20160518,20160717
35202940,0,1,1,1,1,0,0,20160518,20160717
35202941,0,0,0,0,0,1,0,20160518,20160717
35202942,0,0,0,0,0,0,1,20160518,20160717
35202943,1,0,0,0,0,0,0,20160518,20160717
35202944,0,1,1,1,1,0,0,20160518,20160717
35202945,0,0,0,0,0,1,0,20160518,20160717
35202946,0,0,0,0,0,0,1,20160518,20160717
35202947,1,1,1,1,1,0,0,20160518,20160525
35202948,0,0,0,0,0,0,1,20160527,20160717
35202949,1,0,0,0,0,0,0,20160518,20160717
35202950,0,1,1,1,1,0,0,20160518,20160717
35202951,0,0,0,0,0,1,0,20160518,20160717
35202952,0,0,0,0,0,0,1,20160518,20160717
35202953,1,1,1,1,1,0,0,20160527,20160717
35202954,0,0,0,0,0,0,1,20160518,20160525
35202955,1,0,0,0,0,0,0,20160518,20160717
35202956,0,1,1,1,1,0,0,20160518,20160717
35202957,0,0,0,0,0,1,0,20160518,20160717
35202958,0,0,0,0,0,0,1,20160518,20160717
35202959,1,1,1,1,1,0,0,20160518,20160717
35208873,1,0,0,0,0,0,0,20160518,20160524
35208874,1,1,1,1,1,1,0,20160518,20160524
35208875,1,1,1,1,1,0,0,20160518,20160524
35208876,0,0,0,0,1,0,0,20160526,20160526
35208877,1,1,1,1,1,0,0,20160518,20160524
35208878,0,0,0,0,0,1,0,20160518,20160524
35208879,0,0,0,0,0,0,1,20160518,20160524
35208880,0,0,0,1,0,0,0,20160525,20160525
35208881,0,0,0,0,1,0,0,20160526,20160526
35208882,1,1,1,1,1,0,0,20160527,20160717
35208883,0,0,0,0,0,1,0,20160527,20160717
35208884,0,0,0,0,0,0,1,20160527,20160717
35208885,0,0,0,1,0,0,0,20160525,20160525
35208886,0,0,0,0,1,0,0,20160526,20160526
35208887,1,1,1,1,1,0,0,20160527,20160717
35208888,0,0,0,0,0,1,0,20160527,20160717
35208889,0,0,0,0,0,0,1,20160527,20160717
35208890,1,1,1,1,1,0,0,20160518,20160524
35208891,0,0,0,0,0,1,0,20160518,20160524
35208892,0,0,0,0,0,0,1,20160518,20160524
35208893,0,0,0,0,0,0,1,20160527,20160717
35208894,1,1,1,1,1,0,0,20160518,20160524
35208895,0,0,0,0,1,0,0,20160526,20160526
35208896,0,0,0,0,0,1,0,20160518,20160524
35208897,0,0,0,0,0,0,1,20160518,20160524
35208898,0,0,0,0,0,1,0,20160527,20160717
35208899,0,0,0,0,0,0,1,20160527,20160717
35208900,1,1,1,1,1,0,0,20160518,20160524
35208901,1,1,1,1,1,0,0,20160518,20160524
35208902,0,0,0,1,0,0,0,20160525,20160525
35208903,0,0,0,0,1,0,0,20160526,20160526
35208904,1,1,1,1,1,0,0,20160527,20160717
