service_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday,start_date,end_date
35212100,0,0,0,1,0,0,0,20160525,20160525
35212101,0,0,0,0,1,0,0,20160526,20160526
35212102,1,1,1,1,1,0,0,20160527,20160717
35212103,0,0,0,0,0,1,0,20160527,20160717
35212104,1,1,1,1,1,0,0,20160527,20160717
35212105,1,0,0,0,0,0,0,20160518,20160524
35212106,1,0,0,0,0,0,0,20160527,20160717
35212107,1,1,1,1,1,0,0,20160518,20160524
35212108,0,0,0,1,0,0,0,20160525,20160525
35212109,0,0,0,0,1,0,0,20160526,20160526
35212110,1,1,1,1,1,0,0,20160518,20160524
35212111,0,0,0,1,0,0,0,20160525,20160525
35212112,0,0,0,0,0,1,0,20160529,20160717
35212113,0,0,0,0,0,0,1,20160527,20160528
35212114,0,0,0,0,0,0,1,20160529,20160717
35212115,1,0,0,0,0,0,0,20160518,20160524
35212116,0,1,1,1,0,0,0,20160518,20160524
35212117,0,0,0,0,1,0,0,20160518,20160524
35212118,0,0,0,1,0,0,0,20160525,20160525
35212119,0,0,0,0,0,1,0,20160518,20160524
35212120,0,0,0,0,0,1,0,20160527,20160528
35212121,0,0,0,0,0,0,1,20160518,20160524
35212122,0,0,0,0,1,0,0,20160526,20160526
35212123,1,0,0,0,0,0,0,20160529,20160717
35212124,0,1,1,1,0,0,0,20160529,20160717
35212125,0,0,0,0,1,0,0,20160529,20160717
35212126,0,0,0,1,0,0,0,20160525,20160525
35212127,1,0,0,0,0,0,0,20160529,20160717
35212128,0,1,1,1,1,0,0,20160529,20160717
35212129,0,0,0,0,0,1,0,20160529,20160717
35212130,0,0,0,0,0,0,1,20160529,20160717
35212131,0,0,0,1,0,0,0,20160525,20160525
35212132,0,0,0,0,1,0,0,20160526,20160526
35212133,0,0,0,0,0,1,0,20160527,20160528
35212134,0,0,0,0,0,0,1,20160527,20160528
35212135,1,0,0,0,0,0,0,20160529,20160717
35212136,0,1,1,1,0,0,0,20160529,20160717
35212137,0,0,0,0,1,0,0,20160529,20160717
35212138,0,0,0,0,0,1,0,20160529,20160717
35212139,0,0,0,0,0,0,1,20160529,20160717
35212140,1,0,0,0,0,0,0,20160518,20160524
35212141,0,1,1,1,1,0,0,20160518,20160524
35212142,0,0,0,0,0,1,0,20160518,20160524
35212143,0,0,0,0,0,0,1,20160518,20160524
35212144,0,0,0,0,1,0,0,20160526,20160526
35212145,0,0,0,0,0,1,0,20160527,20160528
35212146,0,0,0,0,0,0,1,20160527,20160528
35212147,1,0,0,0,0,0,0,20160518,20160524
35212148,0,1,1,1,0,0,0,20160518,20160524
35212149,0,0,0,0,1,0,0,20160518,20160524
35212150,0,0,0,0,0,1,0,20160518,20160524
35212151,0,0,0,0,0,0,1,20160518,20160524
35206670,1,1,1,1,1,0,0,20160518,20160524
35206671,0,0,0,1,0,0,0,20160525,20160525
35206672,1,1,1,1,1,0,0,20160527,20160717
35206673,0,0,0,0,0,1,0,20160527,20160717
35206674,0,0,0,0,0,0,1,20160527,20160717
35206675,1,1,1,1,1,0,0,20160518,20160524
35206676,0,0,0,0,0,1,0,20160518,20160524
35206677,0,0,0,0,0,0,1,20160518,20160524
35206678,0,0,0,1,0,0,0,20160525,20160525
35206679,0,0,0,0,1,0,0,20160526,20160526
35206680,1,1,1,1,1,0,0,20160518,20160524
35206681,0,0,0,0,0,1,0,20160518,20160524
35206682,0,0,0,0,0,0,1,20160518,20160524
35206683,0,0,0,0,1,0,0,20160526,20160526
35206684,1,1,1,1,1,0,0,20160518,20160524
35206685,0,0,0,0,0,1,0,20160518,20160524
35206686,0,0,0,1,0,0,0,20160525,20160525
35206687,0,0,0,0,1,0,0,20160526,20160526
35206688,1,1,1,1,1,0,0,20160527,20160717
35206689,0,0,0,0,0,1,0,20160527,20160717
35206690,1,1,1,1,1,0,0,20160527,20160717
35206691,0,0,0,0,0,1,0,20160527,20160717
35206692,0,0,0,0,0,0,1,20160527,20160717
35206693,1,0,0,0,0,0,0,20160518,20160524
35206694,1,0,0,0,0,0,0,20160518,20160524
35206695,0,1,1,1,1,0,0,20160518,20160524
35206696,1,0,0,0,0,0,0,20160527,20160717
35206697,0,1,1,1,1,0,0,20160527,20160717
35206698,0,0,0,0,0,0,1,20160518,20160524
35206699,0,0,0,0,0,1,0,20160518,20160524
35206700,0,0,0,0,0,1,0,20160527,20160717
35206701,1,0,0,0,0,0,0,20160518,20160524
35206702,0,1,1,1,1,0,0,20160518,20160524
35206703,0,0,0,1,0,0,0,20160525,20160525
35206704,0,0,0,0,1,0,0,20160526,20160526
35206705,0,0,0,0,0,0,1,20160518,20160524
35206706,0,0,0,0,0,0,1,20160527,20160717
35206707,1,0,0,0,0,0,0,20160527,20160717
35206708,0,0,0,0,0,1,0,20160518,20160524
35206709,0,0,0,0,0,1,0,20160527,20160717
35206710,0,0,0,1,0,0,0,20160525,20160525
35206711,0,0,0,0,1,0,0,20160526,20160526
35206712,0,0,0,0,0,0,1,20160527,20160717
35206713,1,0,0,0,0,0,0,20160527,20160717
35206714,0,1,1,1,1,0,0,20160527,20160717
35206715,1,1,1,1,1,0,0,20160527,20160717
35206716,0,0,0,0,0,1,0,20160527,20160717
35206717,1,0,0,0,0,0,0,20160518,20160524
35206718,0,1,1,1,1,0,0,20160518,20160524
35206719,0,0,0,0,0,1,0,20160518,20160524
35206720,0,0,0,1,0,0,0,20160525,20160525
35206721,0,0,0,0,1,0,0,20160526,20160526
35206722,1,0,0,0,0,0,0,20160527,20160717
35206723,0,1,1,1,1,0,0,20160527,20160717
35206724,0,0,0,0,0,1,0,20160527,20160717
35206725,1,1,1,1,1,0,0,20160518,20160524
35206726,0,0,0,0,0,1,0,20160518,20160524
35206727,0,0,0,1,0,0,0,20160525,20160525
35206728,0,0,0,0,1,0,0,20160526,20160526
35206729,1,0,0,0,0,0,0,20160518,20160524
35206730,1,0,0,0,0,0,0,20160527,20160717
35206731,0,1,1,0,0,0,0,20160518,20160524
35206732,0,0,0,1,1,0,0,20160518,20160524
35206733,0,0,0,0,0,1,0,20160518,20160524
35206734,0,0,0,0,1,0,0,20160526,20160526
35206735,0,1,1,1,1,1,0,20160518,20160524
35206736,0,0,0,1,0,0,0,20160525,20160525
35206737,0,0,0,0,1,0,0,20160526,20160526
35206738,0,0,0,1,0,0,0,20160525,20160525
35206739,0,1,1,0,0,0,0,20160527,20160717
35206740,0,0,0,1,1,0,0,20160527,20160717
35206741,0,0,0,0,0,1,0,20160527,20160717
35206742,0,1,1,1,1,1,0,20160527,20160717
35206743,1,1,1,1,1,0,0,20160518,20160524
35206744,0,0,0,0,0,1,0,20160518,20160524
35206745,0,0,0,0,1,0,0,20160526,20160526
35206746,1,1,1,1,1,0,0,20160527,20160717
35206747,0,0,0,0,0,1,0,20160527,20160717
35206748,0,0,0,0,1,0,0,20160526,20160526
35206749,1,1,1,1,1,1,0,20160527,20160717
35206750,0,0,0,1,0,0,0,20160525,20160525
35206751,1,1,1,1,1,1,0,20160518,20160524
35206752,0,0,0,1,0,0,0,20160525,20160525
35206753,0,0,0,0,1,0,0,20160526,20160526
35206754,1,1,1,1,1,0,0,20160527,20160717
35206755,0,0,0,0,0,1,0,20160527,20160717
35206756,0,0,0,0,1,0,0,20160526,20160526
35206757,1,1,1,1,1,0,0,20160527,20160717
35206758,0,0,0,0,0,1,0,20160527,20160717
35206759,1,1,1,1,1,0,0,20160518,20160524
35206760,0,0,0,0,0,1,0,20160518,20160524
35206761,0,0,0,1,0,0,0,20160525,20160525
35206762,1,1,1,1,1,0,0,20160518,20160524
35206763,0,0,0,0,0,1,0,20160518,20160524
35206764,0,0,0,1,0,0,0,20160525,20160525
35206765,0,0,0,1,0,0,0,20160525,20160525
35206766,0,0,0,1,0,0,0,20160525,20160525
35206767,1,1,1,1,1,0,0,20160527,20160717
35206768,1,1,1,1,1,1,0,20160518,20160524
35206769,0,0,0,0,1,0,0,20160526,20160526
35206770,1,1,1,1,1,1,0,20160527,20160717
35206771,0,0,0,1,0,0,0,20160525,20160525
35202960,0,0,0,0,0,1,0,20160518,20160717
35208975,1,1,1,1,1,0,0,20160518,20160524
35213959,0,0,0,0,0,1,0,20160614,20160620
35218023,0,0,0,0,0,0,1,20160527,20160717
35223487,0,0,0,0,0,1,0,20160518,20160524
35226551,0,0,0,0,0,1,0,20160518,20160717
35228994,1,1,1,1,1,0,0,20160527,20160717
35198005,0,0,0,1,0,0,0,20160525,20160525
35202961,0,0,0,0,0,0,1,20160518,20160717
35202962,1,1,1,1,1,0,0,20160518,20160525
35202963,0,0,0,0,1,0,0,20160526,20160526
35202964,1,1,1,1,1,0,0,20160527,20160717
35202965,1,1,1,1,1,0,0,20160527,20160717
35202966,1,1,1,1,1,0,0,20160518,20160525
35202967,0,0,0,0,1,0,0,20160526,20160526
35202968,1,0,0,0,0,0,0,20160518,20160717
35202969,0,1,1,1,1,0,0,20160518,20160717
35202970,0,0,0,0,0,1,0,20160518,20160717
35202971,0,0,0,0,0,0,1,20160518,20160717
35202972,1,1,1,1,1,0,0,20160518,20160717
35202973,0,0,0,0,0,1,0,20160518,20160717
35202974,0,0,0,0,0,0,1,20160518,20160717
35202975,1,1,1,1,1,0,0,20160518,20160525
35202976,0,0,0,0,0,1,0,20160518,20160525
35202977,0,0,0,0,1,0,0,20160526,20160526
35202978,0,0,0,0,0,1,0,20160527,20160527
35202979,1,0,0,0,0,0,0,20160528,20160717
35202980,0,1,1,1,1,0,0,20160528,20160717
35202981,0,0,0,0,0,1,0,20160528,20160717
35202982,0,0,0,0,0,0,1,20160528,20160717
35202983,0,0,0,0,1,0,0,20160526,20160526
35202984,0,0,0,0,1,0,0,20160526,20160526
35202985,1,0,0,0,0,0,0,20160518,20160525
35202986,0,1,1,1,1,0,0,20160518,20160525
35202987,0,0,0,0,0,0,1,20160518,20160525
35202988,1,1,1,1,1,0,0,20160527,20160717
35202989,0,0,0,0,1,0,0,20160526,20160526
35202990,1,1,1,1,1,0,0,20160527,20160717
35202991,0,0,0,0,0,1,0,20160527,20160717
35202992,1,0,0,0,0,0,0,20160518,20160525
35202993,0,1,1,1,1,0,0,20160518,20160525
35202994,0,0,0,0,0,1,0,20160518,20160525
35202995,0,0,0,0,0,0,1,20160518,20160525
35202996,1,1,1,1,1,0,0,20160518,20160525
35202997,0,0,0,0,0,1,0,20160518,20160525
35202998,1,1,1,1,1,0,0,20160527,20160717
35202999,0,0,0,0,0,1,0,20160527,20160717
35203000,1,1,1,1,1,0,0,20160518,20160525
35203001,0,0,0,0,0,1,0,20160518,20160525
35203002,1,1,1,1,1,0,0,20160527,20160717
35203003,0,0,0,0,0,1,0,20160527,20160717
35203004,0,0,0,0,1,0,0,20160526,20160526
35203005,1,0,0,0,0,0,0,20160527,20160717
35203006,0,1,1,1,1,0,0,20160527,20160717
35203007,0,0,0,0,0,0,1,20160527,20160717
35203008,1,1,1,1,1,0,0,20160518,20160525
35203009,0,0,0,0,1,0,0,20160526,20160526
35203010,1,1,1,1,1,0,0,20160518,20160525
35203011,0,0,0,0,0,1,0,20160518,20160525
35203012,1,1,1,1,1,0,0,20160527,20160717
35203013,0,0,0,0,0,1,0,20160527,20160717
35203014,0,0,0,0,1,0,0,20160526,20160526
35203015,1,1,1,1,1,0,0,20160527,20160717
35203016,1,1,1,1,1,0,0,20160518,20160525
35203017,1,1,1,1,1,0,0,20160518,20160525
35203018,0,0,0,0,1,0,0,20160526,20160526
35203019,1,1,1,1,1,0,0,20160518,20160525
35203020,0,0,0,0,1,0,0,20160526,20160526
35203021,0,0,0,0,1,0,0,20160526,20160526
35203022,1,1,1,1,1,0,0,20160527,20160717
35203023,1,1,1,1,1,0,0,20160527,20160717
35203024,1,1,1,1,1,0,0,20160527,20160717
35203025,1,1,1,1,1,0,0,20160527,20160717
35203026,1,1,1,1,1,0,0,20160518,20160525
35203027,0,0,0,0,0,1,0,20160518,20160525
35203028,0,0,0,0,1,0,0,20160526,20160526
35203029,1,1,1,1,1,0,0,20160518,20160525
35203030,0,0,0,0,1,0,0,20160526,20160526
35203031,1,1,1,1,1,0,0,20160527,20160717
35203032,1,1,1,1,1,0,0,20160527,20160717
35203033,1,1,1,1,1,0,0,20160518,20160525
35203034,0,0,0,0,1,0,0,20160526,20160526
35203035,1,1,1,1,1,0,0,20160518,20160525
35203036,0,0,0,0,1,0,0,20160526,20160526
35203037,1,1,1,1,1,0,0,20160527,20160717
35203038,0,0,0,0,0,1,0,20160527,20160717
35203039,1,1,1,1,1,0,0,20160518,20160525
35203040,0,0,0,0,1,0,0,20160526,20160526
35203041,1,1,1,1,1,0,0,20160518,20160525
35203042,0,0,0,0,0,1,0,20160518,20160525
35203043,0,0,0,0,1,0,0,20160526,20160526
35203044,1,1,1,1,1,0,0,20160527,20160717
35203045,0,0,0,0,0,1,0,20160527,20160717
35203046,1,1,1,1,1,0,0,20160518,20160717
35203047,1,1,1,1,1,0,0,20160518,20160717
35203048,1,1,1,1,1,0,0,20160518,20160717
35203049,0,0,0,0,0,1,0,20160518,20160717
35203050,1,1,1,1,1,0,0,20160518,20160717
35203051,0,0,0,0,0,1,0,20160518,20160717
35203052,0,0,0,0,1,0,0,20160526,20160526
35203053,1,1,1,1,1,0,0,20160518,20160717
35203054,0,0,0,0,0,1,0,20160518,20160717
35203055,1,1,1,1,1,0,0,20160518,20160525
35203056,0,0,0,0,0,1,0,20160518,20160525
35203057,1,1,1,1,1,0,0,20160527,20160717
35203058,0,0,0,0,0,1,0,20160527,20160717
35203059,0,0,0,0,1,0,0,20160526,20160526
35203060,1,1,1,1,1,0,0,20160527,20160717
35203061,0,0,0,0,0,1,0,20160527,20160717
35203062,0,0,0,0,0,0,1,20160527,20160717
35208976,0,0,0,0,0,1,0,20160518,20160524
35208977,0,0,0,1,0,0,0,20160525,20160525
35208978,0,0,0,0,1,0,0,20160526,20160526
35208979,1,1,1,1,1,0,0,20160527,20160717
35208980,0,0,0,0,0,1,0,20160518,20160524
35208981,0,0,0,0,0,1,0,20160527,20160717
35208982,0,0,0,0,1,0,0,20160526,20160526
35208983,1,1,1,1,1,0,0,20160527,20160717
35208984,0,0,0,0,0,1,0,20160527,20160717
35208985,0,0,0,0,0,1,0,20160527,20160717
35208986,0,0,0,0,0,1,0,20160527,20160717
35208987,1,1,1,1,1,0,0,20160518,20160524
35208988,0,0,0,0,0,1,0,20160518,20160524
35208989,0,0,0,1,0,0,0,20160525,20160525
35208990,0,0,0,0,1,0,0,20160526,20160526
35208991,1,1,1,1,1,0,0,20160527,20160717
35208992,0,0,0,0,0,1,0,20160527,20160717
35208993,1,0,0,0,0,0,0,20160527,20160717
35208994,0,1,1,1,1,0,0,20160527,20160717
35208995,1,1,1,1,1,0,0,20160518,20160524
35208996,0,0,0,1,0,0,0,20160525,20160525
35208997,0,0,0,0,1,0,0,20160526,20160526
35208998,1,1,1,1,1,0,0,20160518,20160524
35208999,0,0,0,0,0,0,1,20160518,20160524
35209000,0,0,0,1,0,0,0,20160525,20160525
35209001,0,0,0,0,1,0,0,20160526,20160526
35209002,1,1,1,1,1,0,0,20160518,20160524
35209003,0,0,0,1,0,0,0,20160525,20160525
35209004,0,0,0,0,1,0,0,20160526,20160526
35209005,0,0,0,0,0,1,0,20160518,20160524
35209006,0,0,0,0,0,1,0,20160527,20160717
35209007,1,1,1,1,1,0,0,20160527,20160717
35209008,0,0,0,0,0,1,0,20160518,20160524
35209009,0,0,0,1,0,0,0,20160525,20160525
35209010,0,0,0,0,1,0,0,20160526,20160526
35209011,1,1,1,1,1,0,0,20160527,20160717
35209012,0,0,0,0,0,0,1,20160518,20160524
35209013,0,0,0,0,0,1,0,20160518,20160524
35209014,0,0,0,0,0,0,1,20160518,20160524
35209015,1,0,0,0,0,0,0,20160518,20160524
35209016,0,1,1,1,1,0,0,20160518,20160524
35209017,1,0,0,0,0,0,0,20160518,20160524
35209018,0,1,1,1,1,0,0,20160518,20160524
35209019,0,0,0,1,0,0,0,20160525,20160525
35209020,0,0,0,0,1,0,0,20160526,20160526
35209021,1,0,0,0,0,0,0,20160527,20160717
35209022,0,1,1,1,1,0,0,20160527,20160717
35209023,0,0,0,1,0,0,0,20160525,20160525
35209024,0,0,0,0,1,0,0,20160526,20160526
35209025,1,1,1,1,1,0,0,20160518,20160524
35209026,0,0,0,1,0,0,0,20160525,20160525
35209027,0,0,0,0,1,0,0,20160526,20160526
35209028,1,1,1,1,1,0,0,20160527,20160717
35209029,1,1,1,1,1,0,0,20160518,20160524
35209030,0,0,0,1,0,0,0,20160525,20160525
35209031,1,1,1,1,1,0,0,20160527,20160717
35209032,0,0,0,0,0,0,1,20160527,20160717
35209033,1,1,1,1,1,0,0,20160518,20160524
35209034,0,0,0,0,0,1,0,20160518,20160524
35209035,0,0,0,0,0,0,1,20160518,20160524
35209036,0,0,0,1,0,0,0,20160525,20160525
35209037,0,0,0,0,1,0,0,20160526,20160526
35209038,1,1,1,1,1,0,0,20160527,20160717
35209039,0,0,0,0,0,1,0,20160527,20160717
35209040,1,1,1,1,1,0,0,20160518,20160524
35209041,1,1,1,1,1,0,0,20160527,20160717
35209042,1,1,1,1,1,0,0,20160518,20160524
35209043,0,0,0,1,0,0,0,20160525,20160525
35209044,0,0,0,0,1,0,0,20160526,20160526
35209045,1,0,0,0,0,0,0,20160518,20160524
35209046,0,1,1,1,1,0,0,20160518,20160524
35209047,0,0,0,1,0,0,0,20160525,20160525
35209048,0,0,0,0,1,0,0,20160526,20160526
35209049,1,0,0,0,0,0,0,20160527,20160717
35209050,0,1,1,1,1,0,0,20160527,20160717
35209051,0,0,0,0,0,1,0,20160527,20160717
35209052,0,0,0,0,0,1,0,20160518,20160524
35209053,1,1,1,1,1,0,0,20160518,20160524
35209054,0,0,0,1,0,0,0,20160525,20160525
35209055,0,0,0,0,0,1,0,20160518,20160524
35209056,0,0,0,0,0,1,0,20160518,20160524
35209057,0,0,0,0,0,1,0,20160518,20160524
35209058,1,0,0,0,0,0,0,20160518,20160524
35209059,0,1,1,1,1,0,0,20160518,20160524
35209060,0,0,0,1,0,0,0,20160525,20160525
35209061,0,0,0,0,1,0,0,20160526,20160526
35209062,1,1,1,1,1,0,0,20160527,20160717
35209063,1,1,1,1,0,0,0,20160518,20160524
35209064,0,0,0,0,1,0,0,20160518,20160524
35209065,0,0,0,1,0,0,0,20160525,20160525
35209066,0,0,0,0,1,0,0,20160526,20160526
35209067,1,1,1,1,0,0,0,20160527,20160717
35209068,0,0,0,0,1,0,0,20160527,20160717
35209069,1,1,1,1,1,0,0,20160527,20160717
35209070,0,0,0,0,0,0,1,20160527,20160717
35209071,1,1,1,1,1,0,0,20160527,20160717
35209072,0,0,0,0,0,0,1,20160518,20160524
35209073,0,0,0,0,0,0,1,20160527,20160717
35209074,1,1,1,1,1,0,0,20160518,20160524
35209075,0,0,0,1,0,0,0,20160525,20160525
35209076,0,0,0,0,1,0,0,20160526,20160526
35209077,0,0,0,0,0,1,0,20160527,20160717
35213960,1,1,1,1,1,1,0,20160518,20160525
35213961,1,1,1,1,1,1,0,20160527,20160610
35213962,1,1,1,1,1,1,0,20160614,20160620
35213963,1,1,1,1,1,1,0,20160518,20160525
35213964,1,1,1,1,1,1,0,20160527,20160610
35213965,1,1,1,1,1,1,0,20160614,20160620
35213966,1,1,1,1,1,1,0,20160518,20160525
35213967,1,1,1,1,1,1,0,20160527,20160610
35213968,1,1,1,1,1,1,0,20160614,20160620
35213969,1,0,0,0,0,0,0,20160518,20160525
35213970,0,1,0,0,0,0,0,20160518,20160525
35213971,0,0,1,0,0,0,0,20160518,20160525
35213972,0,0,0,1,0,0,0,20160518,20160525
35213973,0,0,0,0,1,0,0,20160518,20160525
35213974,0,0,0,0,0,1,0,20160518,20160525
35213975,1,0,0,0,0,0,0,20160527,20160610
35213976,0,1,0,0,0,0,0,20160527,20160610
35213977,0,0,1,0,0,0,0,20160527,20160610
35213978,0,0,0,1,0,0,0,20160527,20160610
35213979,0,0,0,0,1,0,0,20160527,20160610
35213980,0,0,0,0,0,1,0,20160527,20160610
35213981,1,0,0,0,0,0,0,20160614,20160620
35213982,0,1,0,0,0,0,0,20160614,20160620
35213983,0,0,1,0,0,0,0,20160614,20160620
35213984,0,0,0,1,0,0,0,20160614,20160620
35213985,0,0,0,0,1,0,0,20160614,20160620
35213986,0,0,0,0,0,1,0,20160614,20160620
35213987,1,1,1,1,1,1,0,20160518,20160525
35213988,1,1,1,1,1,1,0,20160527,20160610
35213989,1,1,1,1,1,1,0,20160614,20160620
35213990,1,0,0,0,0,0,0,20160518,20160525
35213991,0,1,1,1,1,0,0,20160518,20160525
35213992,0,0,0,0,0,1,0,20160518,20160525
35213993,1,0,0,0,0,0,0,20160527,20160610
35213994,0,1,1,1,1,0,0,20160527,20160610
35213995,0,0,0,0,0,1,0,20160527,20160610
35213996,1,0,0,0,0,0,0,20160614,20160620
35213997,0,1,1,1,1,0,0,20160614,20160620
35213998,0,0,0,0,0,1,0,20160614,20160620
35213999,1,1,1,1,1,1,0,20160614,20160620
35214000,1,1,1,1,1,1,0,20160518,20160525
35214001,1,1,1,1,1,1,0,20160527,20160610
35214002,1,1,1,1,1,1,0,20160614,20160620
35214003,1,1,1,1,1,1,0,20160518,20160525
35214004,1,1,1,1,1,1,0,20160527,20160610
35214005,1,1,1,1,1,1,0,20160518,20160525
35214006,1,1,1,1,1,1,0,20160527,20160610
35214007,1,1,1,1,1,1,0,20160614,20160620
35214008,1,0,0,0,0,0,0,20160518,20160525
35214009,0,1,0,1,0,0,0,20160518,20160525
35214010,0,0,1,0,1,0,0,20160518,20160525
35214011,0,0,0,0,0,1,0,20160518,20160525
35214012,1,0,0,0,0,0,0,20160527,20160610
35214013,0,1,0,1,0,0,0,20160527,20160610
35214014,0,0,1,0,1,0,0,20160527,20160610
35214015,0,0,0,0,0,1,0,20160527,20160610
35214016,1,0,0,0,0,0,0,20160614,20160620
35214017,0,1,0,1,0,0,0,20160614,20160620
35214018,0,0,1,0,1,0,0,20160614,20160620
35214019,0,0,0,0,0,1,0,20160614,20160620
35214020,1,0,0,0,0,0,0,20160518,20160525
35214021,0,1,1,1,1,0,0,20160518,20160525
35214022,0,0,0,0,0,1,0,20160518,20160525
35214023,1,0,0,0,0,0,0,20160527,20160610
35214024,0,1,1,1,1,0,0,20160527,20160610
35214025,0,0,0,0,0,1,0,20160527,20160610
35214026,1,0,0,0,0,0,0,20160614,20160620
35214027,0,1,1,1,1,0,0,20160614,20160620
35214028,0,0,0,0,0,1,0,20160614,20160620
35214029,1,0,0,1,1,0,0,20160518,20160525
35214030,0,1,0,0,0,0,0,20160518,20160525
35214031,0,0,1,0,0,0,0,20160518,20160525
35214032,0,0,0,0,0,1,0,20160518,20160525
35214033,1,0,0,1,1,0,0,20160527,20160610
35214034,0,1,0,0,0,0,0,20160527,20160610
35214035,0,0,1,0,0,0,0,20160527,20160610
35214036,0,0,0,0,0,1,0,20160527,20160610
35214037,1,1,1,1,1,1,0,20160518,20160525
35214038,1,1,1,1,1,1,0,20160527,20160610
35214039,1,1,1,1,1,1,0,20160614,20160620
35214040,1,0,0,1,1,0,0,20160614,20160620
35214041,0,1,0,0,0,0,0,20160614,20160620
35214042,0,0,1,0,0,0,0,20160614,20160620
35214043,0,0,0,0,0,1,0,20160614,20160620
35214044,1,1,1,1,1,1,0,20160518,20160525
35214045,1,1,1,1,1,1,0,20160527,20160610
35214046,1,1,1,1,1,1,0,20160614,20160620
35214047,1,0,0,1,1,0,0,20160518,20160525
35214048,0,1,0,0,0,0,0,20160518,20160525
35214049,0,0,1,0,0,0,0,20160518,20160525
35214050,0,0,0,0,0,1,0,20160518,20160525
35214051,1,0,0,1,1,0,0,20160527,20160610
35214052,0,1,0,0,0,0,0,20160527,20160610
35214053,0,0,1,0,0,0,0,20160527,20160610
35214054,0,0,0,0,0,1,0,20160527,20160610
35214055,1,0,0,1,1,0,0,20160614,20160620
35214056,0,1,0,0,0,0,0,20160614,20160620
35214057,0,0,1,0,0,0,0,20160614,20160620
35214058,0,0,0,0,0,1,0,20160614,20160620
35214059,1,1,1,1,1,1,0,20160518,20160525
35214060,1,1,1,1,1,1,0,20160527,20160610
35214061,1,0,0,0,0,0,0,20160518,20160525
35218024,0,0,0,0,0,1,0,20160527,20160717
35218025,0,0,0,0,0,0,1,20160518,20160525
35218026,0,0,0,0,0,1,0,20160518,20160525
35218027,0,0,0,0,0,0,1,20160527,20160717
35218028,0,0,0,0,0,1,0,20160527,20160717
35218029,0,0,0,0,0,0,1,20160527,20160717
35218030,0,0,0,0,0,1,0,20160518,20160525
35218031,0,0,0,0,0,0,1,20160518,20160525
35218032,0,0,0,0,0,0,1,20160518,20160525
35218033,0,0,0,0,0,0,1,20160527,20160717
35218034,0,0,0,0,0,1,0,20160518,20160525
35218035,0,0,0,0,0,1,0,20160527,20160717
35218036,0,0,0,0,0,1,0,20160527,20160717
35218037,0,0,0,0,0,0,1,20160518,20160525
35218038,0,0,0,0,0,1,0,20160518,20160525
35218039,0,0,0,0,0,0,1,20160527,20160717
35218040,0,0,0,0,0,1,0,20160527,20160717
35218041,0,0,0,0,0,0,1,20160527,20160717
35218042,0,0,0,0,0,1,0,20160518,20160525
35218043,0,0,0,0,0,0,1,20160518,20160525
35218044,0,0,0,0,0,1,0,20160518,20160525
35218045,0,0,0,0,0,1,0,20160527,20160717
35218046,0,0,0,0,0,0,1,20160518,20160525
35218047,0,0,0,0,0,0,1,20160527,20160717
35218048,0,0,0,0,0,1,0,20160527,20160717
35218049,0,0,0,0,0,0,1,20160518,20160525
35218050,0,0,0,0,0,1,0,20160518,20160525
35218051,0,0,0,0,0,0,1,20160527,20160717
35218052,0,0,0,0,0,1,0,20160518,20160525
35218053,0,0,0,0,0,0,1,20160527,20160717
35218054,0,0,0,0,0,1,0,20160527,20160717
35218055,0,0,0,0,0,0,1,20160518,20160525
35218056,0,0,0,0,0,1,0,20160518,20160525
35218057,0,0,0,0,0,0,1,20160518,20160525
35218058,0,0,0,0,0,1,0,20160527,20160717
35218059,0,0,0,0,0,0,1,20160527,20160717
35218060,0,0,0,0,0,1,0,20160527,20160717
35218061,0,0,0,0,0,0,1,20160518,20160525
35218062,0,0,0,0,0,1,0,20160518,20160525
35218063,0,0,0,0,0,0,1,20160527,20160717
35218064,0,0,0,0,0,1,0,20160518,20160525
35218065,0,0,0,0,0,0,1,20160527,20160717
35218066,0,0,0,0,0,1,0,20160527,20160717
35218067,0,0,0,0,0,0,1,20160518,20160525
35218068,0,0,0,0,0,1,0,20160527,20160717
35218069,0,0,0,0,0,0,1,20160518,20160525
35218070,0,0,0,0,0,1,0,20160518,20160525
35218071,0,0,0,0,0,0,1,20160527,20160717
35218072,0,0,0,0,0,1,0,20160527,20160717
35218073,0,0,0,0,0,0,1,20160518,20160525
35218074,0,0,0,0,0,1,0,20160518,20160525
35218075,0,0,0,0,0,0,1,20160527,20160717
35218076,0,0,0,0,0,1,0,20160518,20160525
35218077,0,0,0,0,0,0,1,20160527,20160717
35218078,0,0,0,0,0,1,0,20160527,20160717
35218079,0,0,0,0,0,0,1,20160518,20160525
35218080,0,0,0,0,1,0,0,20160518,20160717
35218081,0,0,0,0,0,0,1,20160518,20160717
35218082,1,0,0,0,0,1,0,20160518,20160717
35218083,1,1,1,1,1,0,0,20160518,20160717
35218084,1,1,1,1,1,0,0,20160518,20160717
35218085,1,1,1,1,1,0,0,20160518,20160717
35218086,1,1,1,1,1,0,0,20160518,20160717
35218087,1,1,1,1,1,0,0,20160518,20160717
35218088,1,1,1,1,1,0,0,20160518,20160717
35218089,0,0,0,0,0,1,0,20160518,20160717
35218090,0,0,0,0,0,0,1,20160518,20160717
35218091,1,1,1,1,1,0,0,20160518,20160717
